Gene,OG,Library,Expr,Tissue,Species
scaffold1743.g2,N2.HOG0000138,MJ1,1.37808811460704,rhopalia,Aurelia
scaffold1743.g2,N2.HOG0000138,MJ4,0.646180361132951,rhopalia,Aurelia
scaffold1743.g2,N2.HOG0000138,MJ8,0,manubrium,Aurelia
scaffold1743.g2,N2.HOG0000138,MJ23,0,manubrium,Aurelia
scaffold1743.g2,N2.HOG0000138,MJ26,0,manubrium,Aurelia
scaffold1743.g2,N2.HOG0000138,MJ27,0,rhopalia,Aurelia
scaffold1743.g2,N2.HOG0000138,MJ29,0,manubrium,Aurelia
scaffold1743.g2,N2.HOG0000138,MJ32,1.03276241407538,manubrium,Aurelia
scaffold1743.g2,N2.HOG0000138,MJ35,0,manubrium,Aurelia
scaffold529.g2,N2.HOG0000224,MJ1,24.1242840736829,rhopalia,Aurelia
scaffold529.g2,N2.HOG0000224,MJ4,23.5166088731419,rhopalia,Aurelia
scaffold529.g2,N2.HOG0000224,MJ8,12.5255909578036,manubrium,Aurelia
scaffold529.g2,N2.HOG0000224,MJ23,19.6718925034522,manubrium,Aurelia
scaffold529.g2,N2.HOG0000224,MJ26,21.5924192627145,manubrium,Aurelia
scaffold529.g2,N2.HOG0000224,MJ27,19.9644249994164,rhopalia,Aurelia
scaffold529.g2,N2.HOG0000224,MJ29,21.6187806823479,manubrium,Aurelia
scaffold529.g2,N2.HOG0000224,MJ32,10.9426399603717,manubrium,Aurelia
scaffold529.g2,N2.HOG0000224,MJ35,8.62426683575156,manubrium,Aurelia
scaffold1046.g11,N2.HOG0000235,MJ1,7.01114902103,rhopalia,Aurelia
scaffold1046.g11,N2.HOG0000235,MJ4,7.23250339971728,rhopalia,Aurelia
scaffold1046.g11,N2.HOG0000235,MJ8,1.50125653634469,manubrium,Aurelia
scaffold1046.g11,N2.HOG0000235,MJ23,0.505238047151981,manubrium,Aurelia
scaffold1046.g11,N2.HOG0000235,MJ26,1.20435487519307,manubrium,Aurelia
scaffold1046.g11,N2.HOG0000235,MJ27,0,rhopalia,Aurelia
scaffold1046.g11,N2.HOG0000235,MJ29,0,manubrium,Aurelia
scaffold1046.g11,N2.HOG0000235,MJ32,0.262713650587788,manubrium,Aurelia
scaffold1046.g11,N2.HOG0000235,MJ35,1.75450653202929,manubrium,Aurelia
scaffold2139.g1,N2.HOG0000249,MJ1,16.6211483622414,rhopalia,Aurelia
scaffold2139.g1,N2.HOG0000249,MJ4,12.6572659028478,rhopalia,Aurelia
scaffold2139.g1,N2.HOG0000249,MJ8,14.6793992535633,manubrium,Aurelia
scaffold2139.g1,N2.HOG0000249,MJ23,8.46533381631955,manubrium,Aurelia
scaffold2139.g1,N2.HOG0000249,MJ26,9.27381458930866,manubrium,Aurelia
scaffold2139.g1,N2.HOG0000249,MJ27,14.1480913461906,rhopalia,Aurelia
scaffold2139.g1,N2.HOG0000249,MJ29,17.7036605668947,manubrium,Aurelia
scaffold2139.g1,N2.HOG0000249,MJ32,9.83381697555383,manubrium,Aurelia
scaffold2139.g1,N2.HOG0000249,MJ35,9.47137424561516,manubrium,Aurelia
scaffold57.g14,N2.HOG0000288,MJ1,54.0860511068975,rhopalia,Aurelia
scaffold57.g14,N2.HOG0000288,MJ4,98.2504471229134,rhopalia,Aurelia
scaffold57.g14,N2.HOG0000288,MJ8,30.6678042802111,manubrium,Aurelia
scaffold57.g14,N2.HOG0000288,MJ23,20.4843900067166,manubrium,Aurelia
scaffold57.g14,N2.HOG0000288,MJ26,28.01112173482,manubrium,Aurelia
scaffold57.g14,N2.HOG0000288,MJ27,34.1779953090531,rhopalia,Aurelia
scaffold57.g14,N2.HOG0000288,MJ29,20.8038892111877,manubrium,Aurelia
scaffold57.g14,N2.HOG0000288,MJ32,25.576288893038,manubrium,Aurelia
scaffold57.g14,N2.HOG0000288,MJ35,26.6831479350886,manubrium,Aurelia
scaffold296.g6,N2.HOG0000383,MJ1,165.834647870072,rhopalia,Aurelia
scaffold296.g6,N2.HOG0000383,MJ4,67.7506301375226,rhopalia,Aurelia
scaffold296.g6,N2.HOG0000383,MJ8,107.314485349761,manubrium,Aurelia
scaffold296.g6,N2.HOG0000383,MJ23,217.907298484623,manubrium,Aurelia
scaffold296.g6,N2.HOG0000383,MJ26,261.174133635457,manubrium,Aurelia
scaffold296.g6,N2.HOG0000383,MJ27,45.2662337968248,rhopalia,Aurelia
scaffold296.g6,N2.HOG0000383,MJ29,134.86938760541,manubrium,Aurelia
scaffold296.g6,N2.HOG0000383,MJ32,150.9398451058,manubrium,Aurelia
scaffold296.g6,N2.HOG0000383,MJ35,173.354100016914,manubrium,Aurelia
scaffold2074.g1,N2.HOG0000439,MJ1,110.357091918955,rhopalia,Aurelia
scaffold2074.g1,N2.HOG0000439,MJ4,86.1927965805562,rhopalia,Aurelia
scaffold2074.g1,N2.HOG0000439,MJ8,14.2552892515441,manubrium,Aurelia
scaffold2074.g1,N2.HOG0000439,MJ23,20.522742238761,manubrium,Aurelia
scaffold2074.g1,N2.HOG0000439,MJ26,20.6801690900739,manubrium,Aurelia
scaffold2074.g1,N2.HOG0000439,MJ27,89.1529963649813,rhopalia,Aurelia
scaffold2074.g1,N2.HOG0000439,MJ29,16.5109000870199,manubrium,Aurelia
scaffold2074.g1,N2.HOG0000439,MJ32,10.671414324415,manubrium,Aurelia
scaffold2074.g1,N2.HOG0000439,MJ35,13.6519794940246,manubrium,Aurelia
scaffold3.g47,N2.HOG0000573,MJ1,71.8386090329491,rhopalia,Aurelia
scaffold3.g47,N2.HOG0000573,MJ4,105.624398499275,rhopalia,Aurelia
scaffold3.g47,N2.HOG0000573,MJ8,1.53670162491947,manubrium,Aurelia
scaffold3.g47,N2.HOG0000573,MJ23,2.38931089034948,manubrium,Aurelia
scaffold3.g47,N2.HOG0000573,MJ26,3.6589208153878,manubrium,Aurelia
scaffold3.g47,N2.HOG0000573,MJ27,12.9545311295899,rhopalia,Aurelia
scaffold3.g47,N2.HOG0000573,MJ29,1.19440268411931,manubrium,Aurelia
scaffold3.g47,N2.HOG0000573,MJ32,0.451779541387368,manubrium,Aurelia
scaffold3.g47,N2.HOG0000573,MJ35,3.0171639525692,manubrium,Aurelia
scaffold281.g3,N2.HOG0000575,MJ1,200.191484434295,rhopalia,Aurelia
scaffold281.g3,N2.HOG0000575,MJ4,254.646824476686,rhopalia,Aurelia
scaffold281.g3,N2.HOG0000575,MJ8,49.0408802628248,manubrium,Aurelia
scaffold281.g3,N2.HOG0000575,MJ23,31.050137835166,manubrium,Aurelia
scaffold281.g3,N2.HOG0000575,MJ26,47.1006948859368,manubrium,Aurelia
scaffold281.g3,N2.HOG0000575,MJ27,57.8959020269996,rhopalia,Aurelia
scaffold281.g3,N2.HOG0000575,MJ29,28.8261706150788,manubrium,Aurelia
scaffold281.g3,N2.HOG0000575,MJ32,34.0731875689522,manubrium,Aurelia
scaffold281.g3,N2.HOG0000575,MJ35,32.6077860819325,manubrium,Aurelia
scaffold434.g13,N2.HOG0000594,MJ1,93.8977121294034,rhopalia,Aurelia
scaffold434.g13,N2.HOG0000594,MJ4,90.7271400030532,rhopalia,Aurelia
scaffold434.g13,N2.HOG0000594,MJ8,6.45079760317157,manubrium,Aurelia
scaffold434.g13,N2.HOG0000594,MJ23,0.998330948939731,manubrium,Aurelia
scaffold434.g13,N2.HOG0000594,MJ26,3.96626485340024,manubrium,Aurelia
scaffold434.g13,N2.HOG0000594,MJ27,2.42036658847091,rhopalia,Aurelia
scaffold434.g13,N2.HOG0000594,MJ29,1.63927302146023,manubrium,Aurelia
scaffold434.g13,N2.HOG0000594,MJ32,7.61364368145764,manubrium,Aurelia
scaffold434.g13,N2.HOG0000594,MJ35,5.06268322566327,manubrium,Aurelia
scaffold2842.g1,N2.HOG0000694,MJ1,12.6662955940366,rhopalia,Aurelia
scaffold2842.g1,N2.HOG0000694,MJ4,9.89863102658609,rhopalia,Aurelia
scaffold2842.g1,N2.HOG0000694,MJ8,7.10327660995743,manubrium,Aurelia
scaffold2842.g1,N2.HOG0000694,MJ23,4.56379862372448,manubrium,Aurelia
scaffold2842.g1,N2.HOG0000694,MJ26,1.45051971781494,manubrium,Aurelia
scaffold2842.g1,N2.HOG0000694,MJ27,23.2355192493207,rhopalia,Aurelia
scaffold2842.g1,N2.HOG0000694,MJ29,7.31954465396194,manubrium,Aurelia
scaffold2842.g1,N2.HOG0000694,MJ32,0,manubrium,Aurelia
scaffold2842.g1,N2.HOG0000694,MJ35,2.26405709470655,manubrium,Aurelia
scaffold369.g15,N2.HOG0000749,MJ1,43.0256533482918,rhopalia,Aurelia
scaffold369.g15,N2.HOG0000749,MJ4,46.4395713561354,rhopalia,Aurelia
scaffold369.g15,N2.HOG0000749,MJ8,13.0121950438414,manubrium,Aurelia
scaffold369.g15,N2.HOG0000749,MJ23,2.57401533826246,manubrium,Aurelia
scaffold369.g15,N2.HOG0000749,MJ26,10.932838779136,manubrium,Aurelia
scaffold369.g15,N2.HOG0000749,MJ27,4.28890923263324,rhopalia,Aurelia
scaffold369.g15,N2.HOG0000749,MJ29,2.49304977649312,manubrium,Aurelia
scaffold369.g15,N2.HOG0000749,MJ32,8.76067427112219,manubrium,Aurelia
scaffold369.g15,N2.HOG0000749,MJ35,13.5820463642893,manubrium,Aurelia
scaffold42.g30,N2.HOG0000750,MJ1,388.979097221612,rhopalia,Aurelia
scaffold42.g30,N2.HOG0000750,MJ4,207.690218463112,rhopalia,Aurelia
scaffold42.g30,N2.HOG0000750,MJ8,242.960657065126,manubrium,Aurelia
scaffold42.g30,N2.HOG0000750,MJ23,78.440599358452,manubrium,Aurelia
scaffold42.g30,N2.HOG0000750,MJ26,204.548387182856,manubrium,Aurelia
scaffold42.g30,N2.HOG0000750,MJ27,130.018741612626,rhopalia,Aurelia
scaffold42.g30,N2.HOG0000750,MJ29,94.0042761322839,manubrium,Aurelia
scaffold42.g30,N2.HOG0000750,MJ32,80.164556593793,manubrium,Aurelia
scaffold42.g30,N2.HOG0000750,MJ35,114.610188287557,manubrium,Aurelia
scaffold2393.g1,N2.HOG0000751,MJ1,43.9230346612301,rhopalia,Aurelia
scaffold2393.g1,N2.HOG0000751,MJ4,128.991907806138,rhopalia,Aurelia
scaffold2393.g1,N2.HOG0000751,MJ8,106.778387372744,manubrium,Aurelia
scaffold2393.g1,N2.HOG0000751,MJ23,30.8189128882478,manubrium,Aurelia
scaffold2393.g1,N2.HOG0000751,MJ26,63.5366037646979,manubrium,Aurelia
scaffold2393.g1,N2.HOG0000751,MJ27,59.249176040085,rhopalia,Aurelia
scaffold2393.g1,N2.HOG0000751,MJ29,28.3401142287877,manubrium,Aurelia
scaffold2393.g1,N2.HOG0000751,MJ32,45.0438519082408,manubrium,Aurelia
scaffold2393.g1,N2.HOG0000751,MJ35,59.0898013907268,manubrium,Aurelia
scaffold989.g3,N2.HOG0000785,MJ1,115.84815437442,rhopalia,Aurelia
scaffold989.g3,N2.HOG0000785,MJ4,222.556925458407,rhopalia,Aurelia
scaffold989.g3,N2.HOG0000785,MJ8,291.753060164571,manubrium,Aurelia
scaffold989.g3,N2.HOG0000785,MJ23,168.316052156396,manubrium,Aurelia
scaffold989.g3,N2.HOG0000785,MJ26,245.240874695051,manubrium,Aurelia
scaffold989.g3,N2.HOG0000785,MJ27,45.745495352683,rhopalia,Aurelia
scaffold989.g3,N2.HOG0000785,MJ29,77.438039752396,manubrium,Aurelia
scaffold989.g3,N2.HOG0000785,MJ32,172.513246371144,manubrium,Aurelia
scaffold989.g3,N2.HOG0000785,MJ35,216.858729189698,manubrium,Aurelia
scaffold4671.g1,N2.HOG0000832,MJ1,28.5522631245147,rhopalia,Aurelia
scaffold4671.g1,N2.HOG0000832,MJ4,18.5372991100015,rhopalia,Aurelia
scaffold4671.g1,N2.HOG0000832,MJ8,102.567337357887,manubrium,Aurelia
scaffold4671.g1,N2.HOG0000832,MJ23,34.8198355361906,manubrium,Aurelia
scaffold4671.g1,N2.HOG0000832,MJ26,64.8919625283142,manubrium,Aurelia
scaffold4671.g1,N2.HOG0000832,MJ27,13.813799553712,rhopalia,Aurelia
scaffold4671.g1,N2.HOG0000832,MJ29,31.5487995565204,manubrium,Aurelia
scaffold4671.g1,N2.HOG0000832,MJ32,72.9711193195136,manubrium,Aurelia
scaffold4671.g1,N2.HOG0000832,MJ35,94.7441168874788,manubrium,Aurelia
scaffold1814.g3,N2.HOG0000834,MJ1,202.588019216411,rhopalia,Aurelia
scaffold1814.g3,N2.HOG0000834,MJ4,114.688511727926,rhopalia,Aurelia
scaffold1814.g3,N2.HOG0000834,MJ8,685.194796913861,manubrium,Aurelia
scaffold1814.g3,N2.HOG0000834,MJ23,511.229927939509,manubrium,Aurelia
scaffold1814.g3,N2.HOG0000834,MJ26,538.920841752414,manubrium,Aurelia
scaffold1814.g3,N2.HOG0000834,MJ27,137.120136622636,rhopalia,Aurelia
scaffold1814.g3,N2.HOG0000834,MJ29,445.574448168813,manubrium,Aurelia
scaffold1814.g3,N2.HOG0000834,MJ32,403.096682499014,manubrium,Aurelia
scaffold1814.g3,N2.HOG0000834,MJ35,468.562270220661,manubrium,Aurelia
scaffold8.g41,N2.HOG0000835,MJ1,36.367870571007,rhopalia,Aurelia
scaffold8.g41,N2.HOG0000835,MJ4,67.6263677902443,rhopalia,Aurelia
scaffold8.g41,N2.HOG0000835,MJ8,258.854230200715,manubrium,Aurelia
scaffold8.g41,N2.HOG0000835,MJ23,88.6560505759719,manubrium,Aurelia
scaffold8.g41,N2.HOG0000835,MJ26,125.51451937289,manubrium,Aurelia
scaffold8.g41,N2.HOG0000835,MJ27,26.0105098649904,rhopalia,Aurelia
scaffold8.g41,N2.HOG0000835,MJ29,76.1726737030657,manubrium,Aurelia
scaffold8.g41,N2.HOG0000835,MJ32,110.576186900364,manubrium,Aurelia
scaffold8.g41,N2.HOG0000835,MJ35,114.856893273434,manubrium,Aurelia
scaffold59.g13,N2.HOG0000848,MJ1,87.3772107033318,rhopalia,Aurelia
scaffold59.g13,N2.HOG0000848,MJ4,96.6678707877984,rhopalia,Aurelia
scaffold59.g13,N2.HOG0000848,MJ8,41.7564962611009,manubrium,Aurelia
scaffold59.g13,N2.HOG0000848,MJ23,24.9846674952091,manubrium,Aurelia
scaffold59.g13,N2.HOG0000848,MJ26,27.5617529417767,manubrium,Aurelia
scaffold59.g13,N2.HOG0000848,MJ27,26.793434628061,rhopalia,Aurelia
scaffold59.g13,N2.HOG0000848,MJ29,23.8732315923168,manubrium,Aurelia
scaffold59.g13,N2.HOG0000848,MJ32,9.90385387211005,manubrium,Aurelia
scaffold59.g13,N2.HOG0000848,MJ35,12.783725853083,manubrium,Aurelia
scaffold233.g11,N2.HOG0000927,MJ1,51.6063661758268,rhopalia,Aurelia
scaffold233.g11,N2.HOG0000927,MJ4,59.4888738657494,rhopalia,Aurelia
scaffold233.g11,N2.HOG0000927,MJ8,29.3945431482635,manubrium,Aurelia
scaffold233.g11,N2.HOG0000927,MJ23,16.6707632450093,manubrium,Aurelia
scaffold233.g11,N2.HOG0000927,MJ26,32.5821568916115,manubrium,Aurelia
scaffold233.g11,N2.HOG0000927,MJ27,15.6034513529113,rhopalia,Aurelia
scaffold233.g11,N2.HOG0000927,MJ29,13.7400998980487,manubrium,Aurelia
scaffold233.g11,N2.HOG0000927,MJ32,23.6127349810127,manubrium,Aurelia
scaffold233.g11,N2.HOG0000927,MJ35,23.6505470122718,manubrium,Aurelia
scaffold122.g12,N2.HOG0000941,MJ1,4.96579904812981,rhopalia,Aurelia
scaffold122.g12,N2.HOG0000941,MJ4,3.32634942178484,rhopalia,Aurelia
scaffold122.g12,N2.HOG0000941,MJ8,27.3419395762629,manubrium,Aurelia
scaffold122.g12,N2.HOG0000941,MJ23,24.2823972809565,manubrium,Aurelia
scaffold122.g12,N2.HOG0000941,MJ26,20.228536611256,manubrium,Aurelia
scaffold122.g12,N2.HOG0000941,MJ27,5.57721104581184,rhopalia,Aurelia
scaffold122.g12,N2.HOG0000941,MJ29,22.1370275908229,manubrium,Aurelia
scaffold122.g12,N2.HOG0000941,MJ32,18.6072666849106,manubrium,Aurelia
scaffold122.g12,N2.HOG0000941,MJ35,16.9915757095345,manubrium,Aurelia
scaffold4540.g1,N2.HOG0000942,MJ1,10.8381090649491,rhopalia,Aurelia
scaffold4540.g1,N2.HOG0000942,MJ4,9.8462757849081,rhopalia,Aurelia
scaffold4540.g1,N2.HOG0000942,MJ8,24.0358340475416,manubrium,Aurelia
scaffold4540.g1,N2.HOG0000942,MJ23,20.2576228285091,manubrium,Aurelia
scaffold4540.g1,N2.HOG0000942,MJ26,27.6933674615974,manubrium,Aurelia
scaffold4540.g1,N2.HOG0000942,MJ27,2.98227397981408,rhopalia,Aurelia
scaffold4540.g1,N2.HOG0000942,MJ29,21.3056562476925,manubrium,Aurelia
scaffold4540.g1,N2.HOG0000942,MJ32,18.5289084592981,manubrium,Aurelia
scaffold4540.g1,N2.HOG0000942,MJ35,19.1305905663439,manubrium,Aurelia
scaffold6414.g1,N2.HOG0000999,MJ1,216.605892624784,rhopalia,Aurelia
scaffold6414.g1,N2.HOG0000999,MJ4,191.382140685905,rhopalia,Aurelia
scaffold6414.g1,N2.HOG0000999,MJ8,120.592860454898,manubrium,Aurelia
scaffold6414.g1,N2.HOG0000999,MJ23,236.744297688664,manubrium,Aurelia
scaffold6414.g1,N2.HOG0000999,MJ26,285.037635563085,manubrium,Aurelia
scaffold6414.g1,N2.HOG0000999,MJ27,156.371677081371,rhopalia,Aurelia
scaffold6414.g1,N2.HOG0000999,MJ29,230.300455706542,manubrium,Aurelia
scaffold6414.g1,N2.HOG0000999,MJ32,214.907381069234,manubrium,Aurelia
scaffold6414.g1,N2.HOG0000999,MJ35,378.416909053509,manubrium,Aurelia
scaffold1761.g2,N2.HOG0001029,MJ1,8.6937478672728,rhopalia,Aurelia
scaffold1761.g2,N2.HOG0001029,MJ4,12.4023385232174,rhopalia,Aurelia
scaffold1761.g2,N2.HOG0001029,MJ8,6.93041474461762,manubrium,Aurelia
scaffold1761.g2,N2.HOG0001029,MJ23,1.32891740871846,manubrium,Aurelia
scaffold1761.g2,N2.HOG0001029,MJ26,5.03226108355492,manubrium,Aurelia
scaffold1761.g2,N2.HOG0001029,MJ27,0.662779484895599,rhopalia,Aurelia
scaffold1761.g2,N2.HOG0001029,MJ29,1.35710701757495,manubrium,Aurelia
scaffold1761.g2,N2.HOG0001029,MJ32,14.0966121081713,manubrium,Aurelia
scaffold1761.g2,N2.HOG0001029,MJ35,13.3359545161596,manubrium,Aurelia
scaffold1883.g2,N2.HOG0001047,MJ1,34.4522028651761,rhopalia,Aurelia
scaffold1883.g2,N2.HOG0001047,MJ4,38.1246413068441,rhopalia,Aurelia
scaffold1883.g2,N2.HOG0001047,MJ8,11.8032795110027,manubrium,Aurelia
scaffold1883.g2,N2.HOG0001047,MJ23,6.45501407444532,manubrium,Aurelia
scaffold1883.g2,N2.HOG0001047,MJ26,17.517574927844,manubrium,Aurelia
scaffold1883.g2,N2.HOG0001047,MJ27,4.33374103645867,rhopalia,Aurelia
scaffold1883.g2,N2.HOG0001047,MJ29,6.14337678991067,manubrium,Aurelia
scaffold1883.g2,N2.HOG0001047,MJ32,8.26209931260304,manubrium,Aurelia
scaffold1883.g2,N2.HOG0001047,MJ35,12.3164272846901,manubrium,Aurelia
scaffold854.g7,N2.HOG0001052,MJ1,24.2269526260814,rhopalia,Aurelia
scaffold854.g7,N2.HOG0001052,MJ4,65.9321279258464,rhopalia,Aurelia
scaffold854.g7,N2.HOG0001052,MJ8,28.1901909163269,manubrium,Aurelia
scaffold854.g7,N2.HOG0001052,MJ23,12.3236105269712,manubrium,Aurelia
scaffold854.g7,N2.HOG0001052,MJ26,21.5425851265988,manubrium,Aurelia
scaffold854.g7,N2.HOG0001052,MJ27,5.37795401022854,rhopalia,Aurelia
scaffold854.g7,N2.HOG0001052,MJ29,10.5883620736096,manubrium,Aurelia
scaffold854.g7,N2.HOG0001052,MJ32,20.6480976020828,manubrium,Aurelia
scaffold854.g7,N2.HOG0001052,MJ35,24.4545039309551,manubrium,Aurelia
scaffold8.g27,N2.HOG0001079,MJ1,15.9716468998019,rhopalia,Aurelia
scaffold8.g27,N2.HOG0001079,MJ4,34.8327696604538,rhopalia,Aurelia
scaffold8.g27,N2.HOG0001079,MJ8,2.72684316180606,manubrium,Aurelia
scaffold8.g27,N2.HOG0001079,MJ23,0.267662847872472,manubrium,Aurelia
scaffold8.g27,N2.HOG0001079,MJ26,3.3177974210655,manubrium,Aurelia
scaffold8.g27,N2.HOG0001079,MJ27,2.56974420158768,rhopalia,Aurelia
scaffold8.g27,N2.HOG0001079,MJ29,0.551937821934485,manubrium,Aurelia
scaffold8.g27,N2.HOG0001079,MJ32,1.39179312183012,manubrium,Aurelia
scaffold8.g27,N2.HOG0001079,MJ35,1.32784993309034,manubrium,Aurelia
scaffold1488.g5,N2.HOG0001089,MJ1,49.233472460441,rhopalia,Aurelia
scaffold1488.g5,N2.HOG0001089,MJ4,72.7539596435836,rhopalia,Aurelia
scaffold1488.g5,N2.HOG0001089,MJ8,41.4879060554367,manubrium,Aurelia
scaffold1488.g5,N2.HOG0001089,MJ23,65.0930950271689,manubrium,Aurelia
scaffold1488.g5,N2.HOG0001089,MJ26,71.9443033154021,manubrium,Aurelia
scaffold1488.g5,N2.HOG0001089,MJ27,74.726374812557,rhopalia,Aurelia
scaffold1488.g5,N2.HOG0001089,MJ29,59.2529645596778,manubrium,Aurelia
scaffold1488.g5,N2.HOG0001089,MJ32,32.6273883419914,manubrium,Aurelia
scaffold1488.g5,N2.HOG0001089,MJ35,40.9226774691335,manubrium,Aurelia
scaffold583.g12,N2.HOG0001091,MJ1,22.1398163235008,rhopalia,Aurelia
scaffold583.g12,N2.HOG0001091,MJ4,29.8661354928042,rhopalia,Aurelia
scaffold583.g12,N2.HOG0001091,MJ8,35.2164058621971,manubrium,Aurelia
scaffold583.g12,N2.HOG0001091,MJ23,47.9859689216137,manubrium,Aurelia
scaffold583.g12,N2.HOG0001091,MJ26,45.9884190321063,manubrium,Aurelia
scaffold583.g12,N2.HOG0001091,MJ27,29.7777186407961,rhopalia,Aurelia
scaffold583.g12,N2.HOG0001091,MJ29,48.8423870659322,manubrium,Aurelia
scaffold583.g12,N2.HOG0001091,MJ32,33.3115319293175,manubrium,Aurelia
scaffold583.g12,N2.HOG0001091,MJ35,42.1312657706445,manubrium,Aurelia
scaffold366.g16,N2.HOG0001136,MJ1,247.683170132865,rhopalia,Aurelia
scaffold366.g16,N2.HOG0001136,MJ4,287.039547923981,rhopalia,Aurelia
scaffold366.g16,N2.HOG0001136,MJ8,27.41063334479,manubrium,Aurelia
scaffold366.g16,N2.HOG0001136,MJ23,9.79494515940868,manubrium,Aurelia
scaffold366.g16,N2.HOG0001136,MJ26,31.4773421992284,manubrium,Aurelia
scaffold366.g16,N2.HOG0001136,MJ27,12.6650629031937,rhopalia,Aurelia
scaffold366.g16,N2.HOG0001136,MJ29,9.22615560418159,manubrium,Aurelia
scaffold366.g16,N2.HOG0001136,MJ32,30.1817778872344,manubrium,Aurelia
scaffold366.g16,N2.HOG0001136,MJ35,29.1550748516457,manubrium,Aurelia
scaffold2.g24,N2.HOG0001196,MJ1,84.1051010632396,rhopalia,Aurelia
scaffold2.g24,N2.HOG0001196,MJ4,71.5018134792761,rhopalia,Aurelia
scaffold2.g24,N2.HOG0001196,MJ8,87.5200619060519,manubrium,Aurelia
scaffold2.g24,N2.HOG0001196,MJ23,63.4400376063829,manubrium,Aurelia
scaffold2.g24,N2.HOG0001196,MJ26,60.4897584450487,manubrium,Aurelia
scaffold2.g24,N2.HOG0001196,MJ27,48.4485294985836,rhopalia,Aurelia
scaffold2.g24,N2.HOG0001196,MJ29,46.3311603096527,manubrium,Aurelia
scaffold2.g24,N2.HOG0001196,MJ32,75.9891709793451,manubrium,Aurelia
scaffold2.g24,N2.HOG0001196,MJ35,70.2499985059658,manubrium,Aurelia
scaffold121.g24,N2.HOG0001205,MJ1,24.6226571076122,rhopalia,Aurelia
scaffold121.g24,N2.HOG0001205,MJ4,25.3771756344026,rhopalia,Aurelia
scaffold121.g24,N2.HOG0001205,MJ8,126.028254481467,manubrium,Aurelia
scaffold121.g24,N2.HOG0001205,MJ23,162.503277983083,manubrium,Aurelia
scaffold121.g24,N2.HOG0001205,MJ26,156.956173577318,manubrium,Aurelia
scaffold121.g24,N2.HOG0001205,MJ27,47.3792288449347,rhopalia,Aurelia
scaffold121.g24,N2.HOG0001205,MJ29,168.08944169809,manubrium,Aurelia
scaffold121.g24,N2.HOG0001205,MJ32,132.45702205397,manubrium,Aurelia
scaffold121.g24,N2.HOG0001205,MJ35,142.756270060393,manubrium,Aurelia
scaffold47.g14,N2.HOG0001215,MJ1,13.7644640052024,rhopalia,Aurelia
scaffold47.g14,N2.HOG0001215,MJ4,7.07618815013462,rhopalia,Aurelia
scaffold47.g14,N2.HOG0001215,MJ8,10.3485392851621,manubrium,Aurelia
scaffold47.g14,N2.HOG0001215,MJ23,8.06662438024506,manubrium,Aurelia
scaffold47.g14,N2.HOG0001215,MJ26,10.7680803809993,manubrium,Aurelia
scaffold47.g14,N2.HOG0001215,MJ27,9.80449051197166,rhopalia,Aurelia
scaffold47.g14,N2.HOG0001215,MJ29,10.3499776788585,manubrium,Aurelia
scaffold47.g14,N2.HOG0001215,MJ32,4.28769361016292,manubrium,Aurelia
scaffold47.g14,N2.HOG0001215,MJ35,4.62427407292447,manubrium,Aurelia
scaffold231.g15,N2.HOG0001243,MJ1,325.389622996488,rhopalia,Aurelia
scaffold231.g15,N2.HOG0001243,MJ4,278.811440582175,rhopalia,Aurelia
scaffold231.g15,N2.HOG0001243,MJ8,154.556770703078,manubrium,Aurelia
scaffold231.g15,N2.HOG0001243,MJ23,100.84628708987,manubrium,Aurelia
scaffold231.g15,N2.HOG0001243,MJ26,179.774257254578,manubrium,Aurelia
scaffold231.g15,N2.HOG0001243,MJ27,155.837927400515,rhopalia,Aurelia
scaffold231.g15,N2.HOG0001243,MJ29,102.244268587233,manubrium,Aurelia
scaffold231.g15,N2.HOG0001243,MJ32,76.5480035838004,manubrium,Aurelia
scaffold231.g15,N2.HOG0001243,MJ35,110.817578694272,manubrium,Aurelia
scaffold1543.g2,N2.HOG0001244,MJ1,155.554669157661,rhopalia,Aurelia
scaffold1543.g2,N2.HOG0001244,MJ4,219.242130430407,rhopalia,Aurelia
scaffold1543.g2,N2.HOG0001244,MJ8,184.547090006591,manubrium,Aurelia
scaffold1543.g2,N2.HOG0001244,MJ23,47.50777338464,manubrium,Aurelia
scaffold1543.g2,N2.HOG0001244,MJ26,110.798699723466,manubrium,Aurelia
scaffold1543.g2,N2.HOG0001244,MJ27,87.164528791276,rhopalia,Aurelia
scaffold1543.g2,N2.HOG0001244,MJ29,55.750334382287,manubrium,Aurelia
scaffold1543.g2,N2.HOG0001244,MJ32,80.272906952389,manubrium,Aurelia
scaffold1543.g2,N2.HOG0001244,MJ35,80.566972396583,manubrium,Aurelia
scaffold35.g12,N2.HOG0001269,MJ1,358.473644515361,rhopalia,Aurelia
scaffold35.g12,N2.HOG0001269,MJ4,599.966520945356,rhopalia,Aurelia
scaffold35.g12,N2.HOG0001269,MJ8,111.584163428341,manubrium,Aurelia
scaffold35.g12,N2.HOG0001269,MJ23,132.492619022542,manubrium,Aurelia
scaffold35.g12,N2.HOG0001269,MJ26,132.279598342012,manubrium,Aurelia
scaffold35.g12,N2.HOG0001269,MJ27,240.412728193781,rhopalia,Aurelia
scaffold35.g12,N2.HOG0001269,MJ29,113.600540653722,manubrium,Aurelia
scaffold35.g12,N2.HOG0001269,MJ32,100.068777325938,manubrium,Aurelia
