Gene,OG,Library,Expr,Tissue,Species
scaffold854.g1,N2.HOG0008302,MJ35,39.8167437042043,manubrium,Aurelia
scaffold1442.g5,N2.HOG0008304,MJ1,23.9334073724529,rhopalia,Aurelia
scaffold1442.g5,N2.HOG0008304,MJ4,67.3337110529403,rhopalia,Aurelia
scaffold1442.g5,N2.HOG0008304,MJ8,102.819803783316,manubrium,Aurelia
scaffold1442.g5,N2.HOG0008304,MJ23,123.219614650236,manubrium,Aurelia
scaffold1442.g5,N2.HOG0008304,MJ26,119.864652650444,manubrium,Aurelia
scaffold1442.g5,N2.HOG0008304,MJ27,72.0867189113754,rhopalia,Aurelia
scaffold1442.g5,N2.HOG0008304,MJ29,103.004555581641,manubrium,Aurelia
scaffold1442.g5,N2.HOG0008304,MJ32,73.7372920725083,manubrium,Aurelia
scaffold1442.g5,N2.HOG0008304,MJ35,75.2930615216366,manubrium,Aurelia
scaffold856.g3,N2.HOG0008305,MJ1,57.3714035347707,rhopalia,Aurelia
scaffold856.g3,N2.HOG0008305,MJ4,115.370251275383,rhopalia,Aurelia
scaffold856.g3,N2.HOG0008305,MJ8,167.89562896263,manubrium,Aurelia
scaffold856.g3,N2.HOG0008305,MJ23,104.42312224542,manubrium,Aurelia
scaffold856.g3,N2.HOG0008305,MJ26,110.946001692354,manubrium,Aurelia
scaffold856.g3,N2.HOG0008305,MJ27,111.599168808314,rhopalia,Aurelia
scaffold856.g3,N2.HOG0008305,MJ29,72.654593486371,manubrium,Aurelia
scaffold856.g3,N2.HOG0008305,MJ32,72.2494893014274,manubrium,Aurelia
scaffold856.g3,N2.HOG0008305,MJ35,69.3530133033675,manubrium,Aurelia
scaffold1636.g2,N2.HOG0008308,MJ1,26.9306752116199,rhopalia,Aurelia
scaffold1636.g2,N2.HOG0008308,MJ4,91.5507731746286,rhopalia,Aurelia
scaffold1636.g2,N2.HOG0008308,MJ8,55.6056201061982,manubrium,Aurelia
scaffold1636.g2,N2.HOG0008308,MJ23,61.4548895671311,manubrium,Aurelia
scaffold1636.g2,N2.HOG0008308,MJ26,54.7418685560885,manubrium,Aurelia
scaffold1636.g2,N2.HOG0008308,MJ27,33.8760841391966,rhopalia,Aurelia
scaffold1636.g2,N2.HOG0008308,MJ29,47.7993628687468,manubrium,Aurelia
scaffold1636.g2,N2.HOG0008308,MJ32,59.7059738146593,manubrium,Aurelia
scaffold1636.g2,N2.HOG0008308,MJ35,57.7651950331672,manubrium,Aurelia
scaffold186.g21,N2.HOG0008310,MJ1,39.0912320416731,rhopalia,Aurelia
scaffold186.g21,N2.HOG0008310,MJ4,34.5646383405093,rhopalia,Aurelia
scaffold186.g21,N2.HOG0008310,MJ8,27.3318465753119,manubrium,Aurelia
scaffold186.g21,N2.HOG0008310,MJ23,76.4613160893375,manubrium,Aurelia
scaffold186.g21,N2.HOG0008310,MJ26,54.4872552139672,manubrium,Aurelia
scaffold186.g21,N2.HOG0008310,MJ27,86.4037099527066,rhopalia,Aurelia
scaffold186.g21,N2.HOG0008310,MJ29,64.7269035969542,manubrium,Aurelia
scaffold186.g21,N2.HOG0008310,MJ32,39.339841770576,manubrium,Aurelia
scaffold186.g21,N2.HOG0008310,MJ35,37.5324503645734,manubrium,Aurelia
scaffold1440.g2,N2.HOG0008313,MJ1,4.55815426000527,rhopalia,Aurelia
scaffold1440.g2,N2.HOG0008313,MJ4,6.60620457210038,rhopalia,Aurelia
scaffold1440.g2,N2.HOG0008313,MJ8,20.534258330848,manubrium,Aurelia
scaffold1440.g2,N2.HOG0008313,MJ23,42.9997247377665,manubrium,Aurelia
scaffold1440.g2,N2.HOG0008313,MJ26,46.6944699496769,manubrium,Aurelia
scaffold1440.g2,N2.HOG0008313,MJ27,8.07930479506148,rhopalia,Aurelia
scaffold1440.g2,N2.HOG0008313,MJ29,45.3603360457995,manubrium,Aurelia
scaffold1440.g2,N2.HOG0008313,MJ32,20.1852032656105,manubrium,Aurelia
scaffold1440.g2,N2.HOG0008313,MJ35,26.3684187662186,manubrium,Aurelia
scaffold79.g6,N2.HOG0008314,MJ1,23.075086102218,rhopalia,Aurelia
scaffold79.g6,N2.HOG0008314,MJ4,31.1449068717058,rhopalia,Aurelia
scaffold79.g6,N2.HOG0008314,MJ8,19.6581882586465,manubrium,Aurelia
scaffold79.g6,N2.HOG0008314,MJ23,17.8716332125717,manubrium,Aurelia
scaffold79.g6,N2.HOG0008314,MJ26,30.9692798755303,manubrium,Aurelia
scaffold79.g6,N2.HOG0008314,MJ27,14.5130701732398,rhopalia,Aurelia
scaffold79.g6,N2.HOG0008314,MJ29,13.4591537305677,manubrium,Aurelia
scaffold79.g6,N2.HOG0008314,MJ32,23.7574773650088,manubrium,Aurelia
scaffold79.g6,N2.HOG0008314,MJ35,26.2123658547451,manubrium,Aurelia
scaffold5294.g1,N2.HOG0008321,MJ1,129.002873006686,rhopalia,Aurelia
scaffold5294.g1,N2.HOG0008321,MJ4,183.65324166802,rhopalia,Aurelia
scaffold5294.g1,N2.HOG0008321,MJ8,648.96550758007,manubrium,Aurelia
scaffold5294.g1,N2.HOG0008321,MJ23,269.926288071472,manubrium,Aurelia
scaffold5294.g1,N2.HOG0008321,MJ26,287.275664825178,manubrium,Aurelia
scaffold5294.g1,N2.HOG0008321,MJ27,280.066962602249,rhopalia,Aurelia
scaffold5294.g1,N2.HOG0008321,MJ29,385.697365139597,manubrium,Aurelia
scaffold5294.g1,N2.HOG0008321,MJ32,256.834476174149,manubrium,Aurelia
scaffold5294.g1,N2.HOG0008321,MJ35,211.696665400677,manubrium,Aurelia
scaffold660.g3,N2.HOG0008322,MJ1,19.3172735860534,rhopalia,Aurelia
scaffold660.g3,N2.HOG0008322,MJ4,44.3381680638628,rhopalia,Aurelia
scaffold660.g3,N2.HOG0008322,MJ8,49.8183641271893,manubrium,Aurelia
scaffold660.g3,N2.HOG0008322,MJ23,39.4540391020982,manubrium,Aurelia
scaffold660.g3,N2.HOG0008322,MJ26,53.8255633509619,manubrium,Aurelia
scaffold660.g3,N2.HOG0008322,MJ27,30.4075495242777,rhopalia,Aurelia
scaffold660.g3,N2.HOG0008322,MJ29,32.9867479071885,manubrium,Aurelia
scaffold660.g3,N2.HOG0008322,MJ32,28.3935075474158,manubrium,Aurelia
scaffold660.g3,N2.HOG0008322,MJ35,31.4385291091623,manubrium,Aurelia
scaffold44.g47,N2.HOG0008325,MJ1,43.660337085505,rhopalia,Aurelia
scaffold44.g47,N2.HOG0008325,MJ4,48.3617898607877,rhopalia,Aurelia
scaffold44.g47,N2.HOG0008325,MJ8,33.4851130885615,manubrium,Aurelia
scaffold44.g47,N2.HOG0008325,MJ23,49.7017111865647,manubrium,Aurelia
scaffold44.g47,N2.HOG0008325,MJ26,39.3470195522562,manubrium,Aurelia
scaffold44.g47,N2.HOG0008325,MJ27,74.4210109289838,rhopalia,Aurelia
scaffold44.g47,N2.HOG0008325,MJ29,44.1921124858769,manubrium,Aurelia
scaffold44.g47,N2.HOG0008325,MJ32,30.5858916128984,manubrium,Aurelia
scaffold44.g47,N2.HOG0008325,MJ35,26.0137873255425,manubrium,Aurelia
scaffold109.g6,N2.HOG0008327,MJ1,36.8265451938607,rhopalia,Aurelia
scaffold109.g6,N2.HOG0008327,MJ4,58.3901855497118,rhopalia,Aurelia
scaffold109.g6,N2.HOG0008327,MJ8,50.1696029627464,manubrium,Aurelia
scaffold109.g6,N2.HOG0008327,MJ23,43.5003967632869,manubrium,Aurelia
scaffold109.g6,N2.HOG0008327,MJ26,61.3030912361118,manubrium,Aurelia
scaffold109.g6,N2.HOG0008327,MJ27,37.2503027965395,rhopalia,Aurelia
scaffold109.g6,N2.HOG0008327,MJ29,38.5505662110842,manubrium,Aurelia
scaffold109.g6,N2.HOG0008327,MJ32,34.711430481615,manubrium,Aurelia
scaffold109.g6,N2.HOG0008327,MJ35,39.3599912577773,manubrium,Aurelia
scaffold79.g12,N2.HOG0008330,MJ1,3550.74835437823,rhopalia,Aurelia
scaffold79.g12,N2.HOG0008330,MJ4,86.4766795266904,rhopalia,Aurelia
scaffold79.g12,N2.HOG0008330,MJ8,180.62342519302,manubrium,Aurelia
scaffold79.g12,N2.HOG0008330,MJ23,364.940829570164,manubrium,Aurelia
scaffold79.g12,N2.HOG0008330,MJ26,397.454570462689,manubrium,Aurelia
scaffold79.g12,N2.HOG0008330,MJ27,280.039021143222,rhopalia,Aurelia
scaffold79.g12,N2.HOG0008330,MJ29,163.090309890215,manubrium,Aurelia
scaffold79.g12,N2.HOG0008330,MJ32,101.310719982159,manubrium,Aurelia
scaffold79.g12,N2.HOG0008330,MJ35,153.056762279265,manubrium,Aurelia
scaffold2434.g1,N2.HOG0008335,MJ1,196.987190157436,rhopalia,Aurelia
scaffold2434.g1,N2.HOG0008335,MJ4,87.6918092949388,rhopalia,Aurelia
scaffold2434.g1,N2.HOG0008335,MJ8,251.122345538594,manubrium,Aurelia
scaffold2434.g1,N2.HOG0008335,MJ23,70.6049375484935,manubrium,Aurelia
scaffold2434.g1,N2.HOG0008335,MJ26,93.7776053069085,manubrium,Aurelia
scaffold2434.g1,N2.HOG0008335,MJ27,141.625230070126,rhopalia,Aurelia
scaffold2434.g1,N2.HOG0008335,MJ29,152.573471956601,manubrium,Aurelia
scaffold2434.g1,N2.HOG0008335,MJ32,71.6228496512992,manubrium,Aurelia
scaffold2434.g1,N2.HOG0008335,MJ35,64.153686538267,manubrium,Aurelia
scaffold1261.g4,N2.HOG0008340,MJ1,2.30004247584693,rhopalia,Aurelia
scaffold1261.g4,N2.HOG0008340,MJ4,6.26214955258304,rhopalia,Aurelia
scaffold1261.g4,N2.HOG0008340,MJ8,2.90503791809278,manubrium,Aurelia
scaffold1261.g4,N2.HOG0008340,MJ23,5.45357366823867,manubrium,Aurelia
scaffold1261.g4,N2.HOG0008340,MJ26,4.23133609943468,manubrium,Aurelia
scaffold1261.g4,N2.HOG0008340,MJ27,2.19324922931175,rhopalia,Aurelia
scaffold1261.g4,N2.HOG0008340,MJ29,2.16827234264978,manubrium,Aurelia
scaffold1261.g4,N2.HOG0008340,MJ32,2.39092556096503,manubrium,Aurelia
scaffold1261.g4,N2.HOG0008340,MJ35,4.88044852898792,manubrium,Aurelia
scaffold1722.g3,N2.HOG0008342,MJ1,21.5154184298807,rhopalia,Aurelia
scaffold1722.g3,N2.HOG0008342,MJ4,49.1669386624353,rhopalia,Aurelia
scaffold1722.g3,N2.HOG0008342,MJ8,48.7173980022874,manubrium,Aurelia
scaffold1722.g3,N2.HOG0008342,MJ23,87.8586069585271,manubrium,Aurelia
scaffold1722.g3,N2.HOG0008342,MJ26,95.6674519861136,manubrium,Aurelia
scaffold1722.g3,N2.HOG0008342,MJ27,53.9729285961307,rhopalia,Aurelia
scaffold1722.g3,N2.HOG0008342,MJ29,67.0047400029909,manubrium,Aurelia
scaffold1722.g3,N2.HOG0008342,MJ32,46.8893812720048,manubrium,Aurelia
scaffold1722.g3,N2.HOG0008342,MJ35,56.0515405175077,manubrium,Aurelia
scaffold46.g28,N2.HOG0008345,MJ1,105.912301226651,rhopalia,Aurelia
scaffold46.g28,N2.HOG0008345,MJ4,104.048110222638,rhopalia,Aurelia
scaffold46.g28,N2.HOG0008345,MJ8,91.5794339796165,manubrium,Aurelia
scaffold46.g28,N2.HOG0008345,MJ23,53.4171884367752,manubrium,Aurelia
scaffold46.g28,N2.HOG0008345,MJ26,83.73454734659,manubrium,Aurelia
scaffold46.g28,N2.HOG0008345,MJ27,31.7602389739092,rhopalia,Aurelia
scaffold46.g28,N2.HOG0008345,MJ29,33.2706575180088,manubrium,Aurelia
scaffold46.g28,N2.HOG0008345,MJ32,67.5070413786858,manubrium,Aurelia
scaffold46.g28,N2.HOG0008345,MJ35,83.9587839287014,manubrium,Aurelia
scaffold3377.g1,N2.HOG0008348,MJ1,48.5372896322901,rhopalia,Aurelia
scaffold3377.g1,N2.HOG0008348,MJ4,79.0574174809522,rhopalia,Aurelia
scaffold3377.g1,N2.HOG0008348,MJ8,43.760030953026,manubrium,Aurelia
scaffold3377.g1,N2.HOG0008348,MJ23,40.4996668647891,manubrium,Aurelia
scaffold3377.g1,N2.HOG0008348,MJ26,41.2491544753625,manubrium,Aurelia
scaffold3377.g1,N2.HOG0008348,MJ27,14.4604029370773,rhopalia,Aurelia
scaffold3377.g1,N2.HOG0008348,MJ29,31.0009969719,manubrium,Aurelia
scaffold3377.g1,N2.HOG0008348,MJ32,27.759609941098,manubrium,Aurelia
scaffold3377.g1,N2.HOG0008348,MJ35,27.3974994173267,manubrium,Aurelia
scaffold1938.g4,N2.HOG0008349,MJ1,32.4975014366628,rhopalia,Aurelia
scaffold1938.g4,N2.HOG0008349,MJ4,40.8917322837043,rhopalia,Aurelia
scaffold1938.g4,N2.HOG0008349,MJ8,67.5716990653669,manubrium,Aurelia
scaffold1938.g4,N2.HOG0008349,MJ23,71.2926586577603,manubrium,Aurelia
scaffold1938.g4,N2.HOG0008349,MJ26,78.5765477971787,manubrium,Aurelia
scaffold1938.g4,N2.HOG0008349,MJ27,48.7697129939704,rhopalia,Aurelia
scaffold1938.g4,N2.HOG0008349,MJ29,59.9042819431318,manubrium,Aurelia
scaffold1938.g4,N2.HOG0008349,MJ32,34.3732965272271,manubrium,Aurelia
scaffold1938.g4,N2.HOG0008349,MJ35,43.6764247670478,manubrium,Aurelia
scaffold19.g15,N2.HOG0008356,MJ1,280.15382963199,rhopalia,Aurelia
scaffold19.g15,N2.HOG0008356,MJ4,264.432179223479,rhopalia,Aurelia
scaffold19.g15,N2.HOG0008356,MJ8,592.086479409882,manubrium,Aurelia
scaffold19.g15,N2.HOG0008356,MJ23,426.055379724279,manubrium,Aurelia
scaffold19.g15,N2.HOG0008356,MJ26,343.117966772333,manubrium,Aurelia
scaffold19.g15,N2.HOG0008356,MJ27,732.842996323746,rhopalia,Aurelia
scaffold19.g15,N2.HOG0008356,MJ29,710.501822684061,manubrium,Aurelia
scaffold19.g15,N2.HOG0008356,MJ32,334.696195721378,manubrium,Aurelia
scaffold19.g15,N2.HOG0008356,MJ35,193.152370892153,manubrium,Aurelia
scaffold429.g6,N2.HOG0008359,MJ1,50.0929873109185,rhopalia,Aurelia
scaffold429.g6,N2.HOG0008359,MJ4,54.3498735365267,rhopalia,Aurelia
scaffold429.g6,N2.HOG0008359,MJ8,59.9178507476552,manubrium,Aurelia
scaffold429.g6,N2.HOG0008359,MJ23,36.0980532706739,manubrium,Aurelia
scaffold429.g6,N2.HOG0008359,MJ26,56.1821973022711,manubrium,Aurelia
scaffold429.g6,N2.HOG0008359,MJ27,36.450856670824,rhopalia,Aurelia
scaffold429.g6,N2.HOG0008359,MJ29,35.4936291861321,manubrium,Aurelia
scaffold429.g6,N2.HOG0008359,MJ32,35.5204092494911,manubrium,Aurelia
scaffold429.g6,N2.HOG0008359,MJ35,32.7642312957066,manubrium,Aurelia
scaffold73.g21,N2.HOG0008362,MJ1,16.7389987613771,rhopalia,Aurelia
scaffold73.g21,N2.HOG0008362,MJ4,42.1790583174078,rhopalia,Aurelia
scaffold73.g21,N2.HOG0008362,MJ8,27.3380592999464,manubrium,Aurelia
scaffold73.g21,N2.HOG0008362,MJ23,46.7289685571305,manubrium,Aurelia
scaffold73.g21,N2.HOG0008362,MJ26,54.3071153329215,manubrium,Aurelia
scaffold73.g21,N2.HOG0008362,MJ27,27.3727726389179,rhopalia,Aurelia
scaffold73.g21,N2.HOG0008362,MJ29,32.2635634372053,manubrium,Aurelia
scaffold73.g21,N2.HOG0008362,MJ32,22.6346182818135,manubrium,Aurelia
scaffold73.g21,N2.HOG0008362,MJ35,33.3547290981785,manubrium,Aurelia
scaffold4485.g1,N2.HOG0008366,MJ1,55.325312642701,rhopalia,Aurelia
scaffold4485.g1,N2.HOG0008366,MJ4,41.5694418163676,rhopalia,Aurelia
scaffold4485.g1,N2.HOG0008366,MJ8,43.0225267137066,manubrium,Aurelia
scaffold4485.g1,N2.HOG0008366,MJ23,57.6413150255278,manubrium,Aurelia
scaffold4485.g1,N2.HOG0008366,MJ26,55.4187113562122,manubrium,Aurelia
scaffold4485.g1,N2.HOG0008366,MJ27,24.7351051550715,rhopalia,Aurelia
scaffold4485.g1,N2.HOG0008366,MJ29,26.2482630113451,manubrium,Aurelia
scaffold4485.g1,N2.HOG0008366,MJ32,44.4589526941971,manubrium,Aurelia
scaffold4485.g1,N2.HOG0008366,MJ35,44.7993161881098,manubrium,Aurelia
scaffold331.g1,N2.HOG0008369,MJ1,28.7539859475139,rhopalia,Aurelia
scaffold331.g1,N2.HOG0008369,MJ4,52.4807998837659,rhopalia,Aurelia
scaffold331.g1,N2.HOG0008369,MJ8,13.429848861764,manubrium,Aurelia
scaffold331.g1,N2.HOG0008369,MJ23,12.2541910470714,manubrium,Aurelia
scaffold331.g1,N2.HOG0008369,MJ26,15.0833818081583,manubrium,Aurelia
scaffold331.g1,N2.HOG0008369,MJ27,19.4460354232512,rhopalia,Aurelia
scaffold331.g1,N2.HOG0008369,MJ29,10.6180519014555,manubrium,Aurelia
scaffold331.g1,N2.HOG0008369,MJ32,10.195093685042,manubrium,Aurelia
scaffold331.g1,N2.HOG0008369,MJ35,8.62139337887721,manubrium,Aurelia
scaffold1428.g1,N2.HOG0008370,MJ1,124.688405911516,rhopalia,Aurelia
scaffold1428.g1,N2.HOG0008370,MJ4,166.727928816511,rhopalia,Aurelia
scaffold1428.g1,N2.HOG0008370,MJ8,247.699918543584,manubrium,Aurelia
scaffold1428.g1,N2.HOG0008370,MJ23,106.935403257276,manubrium,Aurelia
scaffold1428.g1,N2.HOG0008370,MJ26,171.674664627965,manubrium,Aurelia
scaffold1428.g1,N2.HOG0008370,MJ27,125.834213822086,rhopalia,Aurelia
scaffold1428.g1,N2.HOG0008370,MJ29,130.097138691594,manubrium,Aurelia
scaffold1428.g1,N2.HOG0008370,MJ32,94.5094852390936,manubrium,Aurelia
scaffold1428.g1,N2.HOG0008370,MJ35,116.946483198934,manubrium,Aurelia
scaffold606.g1,N2.HOG0008372,MJ1,194.090043952836,rhopalia,Aurelia
scaffold606.g1,N2.HOG0008372,MJ4,57.5081830240856,rhopalia,Aurelia
scaffold606.g1,N2.HOG0008372,MJ8,57.5493488530999,manubrium,Aurelia
scaffold606.g1,N2.HOG0008372,MJ23,43.332513585384,manubrium,Aurelia
scaffold606.g1,N2.HOG0008372,MJ26,63.9532345419669,manubrium,Aurelia
scaffold606.g1,N2.HOG0008372,MJ27,60.1627122381172,rhopalia,Aurelia
scaffold606.g1,N2.HOG0008372,MJ29,36.7640765573998,manubrium,Aurelia
scaffold606.g1,N2.HOG0008372,MJ32,30.9350751535108,manubrium,Aurelia
scaffold606.g1,N2.HOG0008372,MJ35,39.872041300786,manubrium,Aurelia
scaffold1131.g9,N2.HOG0008373,MJ1,34.3774872445046,rhopalia,Aurelia
scaffold1131.g9,N2.HOG0008373,MJ4,75.6498140858902,rhopalia,Aurelia
scaffold1131.g9,N2.HOG0008373,MJ8,101.409673836571,manubrium,Aurelia
scaffold1131.g9,N2.HOG0008373,MJ23,110.865913649324,manubrium,Aurelia
scaffold1131.g9,N2.HOG0008373,MJ26,98.460065395479,manubrium,Aurelia
scaffold1131.g9,N2.HOG0008373,MJ27,102.756654936755,rhopalia,Aurelia
scaffold1131.g9,N2.HOG0008373,MJ29,110.428637010074,manubrium,Aurelia
scaffold1131.g9,N2.HOG0008373,MJ32,74.2282431465865,manubrium,Aurelia
scaffold1131.g9,N2.HOG0008373,MJ35,80.3090415237867,manubrium,Aurelia
scaffold2846.g3,N2.HOG0008374,MJ1,57.8667285375504,rhopalia,Aurelia
scaffold2846.g3,N2.HOG0008374,MJ4,91.4342169677297,rhopalia,Aurelia
scaffold2846.g3,N2.HOG0008374,MJ8,66.839529101455,manubrium,Aurelia
scaffold2846.g3,N2.HOG0008374,MJ23,175.595982660074,manubrium,Aurelia
scaffold2846.g3,N2.HOG0008374,MJ26,180.579919435286,manubrium,Aurelia
scaffold2846.g3,N2.HOG0008374,MJ27,115.915130387496,rhopalia,Aurelia
scaffold2846.g3,N2.HOG0008374,MJ29,149.881858838267,manubrium,Aurelia
scaffold2846.g3,N2.HOG0008374,MJ32,101.413898893044,manubrium,Aurelia
scaffold2846.g3,N2.HOG0008374,MJ35,130.155458794531,manubrium,Aurelia
scaffold78.g3,N2.HOG0008375,MJ1,6.84136336097657,rhopalia,Aurelia
scaffold78.g3,N2.HOG0008375,MJ4,21.8136498548842,rhopalia,Aurelia
scaffold78.g3,N2.HOG0008375,MJ8,27.6238534831678,manubrium,Aurelia
scaffold78.g3,N2.HOG0008375,MJ23,24.1571439496527,manubrium,Aurelia
scaffold78.g3,N2.HOG0008375,MJ26,25.8541708962386,manubrium,Aurelia
scaffold78.g3,N2.HOG0008375,MJ27,11.1874722311544,rhopalia,Aurelia
scaffold78.g3,N2.HOG0008375,MJ29,16.2656547865821,manubrium,Aurelia
scaffold78.g3,N2.HOG0008375,MJ32,27.1732737452697,manubrium,Aurelia
scaffold78.g3,N2.HOG0008375,MJ35,31.3054808156956,manubrium,Aurelia
scaffold767.g11,N2.HOG0008376,MJ1,22.4326997339537,rhopalia,Aurelia
scaffold767.g11,N2.HOG0008376,MJ4,38.2494871940269,rhopalia,Aurelia
scaffold767.g11,N2.HOG0008376,MJ8,39.9242259953601,manubrium,Aurelia
scaffold767.g11,N2.HOG0008376,MJ23,4.40876512482938,manubrium,Aurelia
scaffold767.g11,N2.HOG0008376,MJ26,18.9168096957076,manubrium,Aurelia
scaffold767.g11,N2.HOG0008376,MJ27,11.5437611557135,rhopalia,Aurelia
scaffold767.g11,N2.HOG0008376,MJ29,15.6569877682944,manubrium,Aurelia
scaffold767.g11,N2.HOG0008376,MJ32,21.3963813939439,manubrium,Aurelia
scaffold767.g11,N2.HOG0008376,MJ35,26.9748062203714,manubrium,Aurelia
scaffold585.g20,N2.HOG0008378,MJ1,70.6771059557909,rhopalia,Aurelia
scaffold585.g20,N2.HOG0008378,MJ4,66.6797410066617,rhopalia,Aurelia
scaffold585.g20,N2.HOG0008378,MJ8,35.6852633366938,manubrium,Aurelia
scaffold585.g20,N2.HOG0008378,MJ23,120.578553620167,manubrium,Aurelia
scaffold585.g20,N2.HOG0008378,MJ26,86.5939696787751,manubrium,Aurelia
scaffold585.g20,N2.HOG0008378,MJ27,64.8040279772722,rhopalia,Aurelia
scaffold585.g20,N2.HOG0008378,MJ29,74.0227886880061,manubrium,Aurelia
scaffold585.g20,N2.HOG0008378,MJ32,89.6603493499831,manubrium,Aurelia
scaffold585.g20,N2.HOG0008378,MJ35,122.0710807372,manubrium,Aurelia
scaffold291.g3,N2.HOG0008383,MJ1,57.8233909123688,rhopalia,Aurelia
scaffold291.g3,N2.HOG0008383,MJ4,81.7609632610812,rhopalia,Aurelia
scaffold291.g3,N2.HOG0008383,MJ8,87.7969500798034,manubrium,Aurelia
scaffold291.g3,N2.HOG0008383,MJ23,59.0487118146012,manubrium,Aurelia
scaffold291.g3,N2.HOG0008383,MJ26,74.418312378508,manubrium,Aurelia
scaffold291.g3,N2.HOG0008383,MJ27,70.6632291581026,rhopalia,Aurelia
scaffold291.g3,N2.HOG0008383,MJ29,76.4260004027998,manubrium,Aurelia
scaffold291.g3,N2.HOG0008383,MJ32,66.2356343637272,manubrium,Aurelia
scaffold291.g3,N2.HOG0008383,MJ35,61.2646599571977,manubrium,Aurelia
scaffold936.g9,N2.HOG0008389,MJ1,59.3683919409911,rhopalia,Aurelia
scaffold936.g9,N2.HOG0008389,MJ4,27.0066432298232,rhopalia,Aurelia
scaffold936.g9,N2.HOG0008389,MJ8,29.1377907736115,manubrium,Aurelia
scaffold936.g9,N2.HOG0008389,MJ23,23.7855725473094,manubrium,Aurelia
scaffold936.g9,N2.HOG0008389,MJ26,40.9447326711163,manubrium,Aurelia
scaffold936.g9,N2.HOG0008389,MJ27,22.8496895938892,rhopalia,Aurelia
scaffold936.g9,N2.HOG0008389,MJ29,21.5062266816133,manubrium,Aurelia
scaffold936.g9,N2.HOG0008389,MJ32,26.3961782783847,manubrium,Aurelia
scaffold936.g9,N2.HOG0008389,MJ35,24.3915253115142,manubrium,Aurelia
scaffold11.g49,N2.HOG0008394,MJ1,20.9475097064171,rhopalia,Aurelia
scaffold11.g49,N2.HOG0008394,MJ4,36.1342576729819,rhopalia,Aurelia
scaffold11.g49,N2.HOG0008394,MJ8,41.8135484737401,manubrium,Aurelia
scaffold11.g49,N2.HOG0008394,MJ23,71.5094404432092,manubrium,Aurelia
scaffold11.g49,N2.HOG0008394,MJ26,65.7675153176107,manubrium,Aurelia
scaffold11.g49,N2.HOG0008394,MJ27,52.6997259255526,rhopalia,Aurelia
scaffold11.g49,N2.HOG0008394,MJ29,60.20972142526,manubrium,Aurelia
scaffold11.g49,N2.HOG0008394,MJ32,23.7195046705479,manubrium,Aurelia
scaffold11.g49,N2.HOG0008394,MJ35,30.7196243068775,manubrium,Aurelia
scaffold67.g5,N2.HOG0008396,MJ1,118.285288237478,rhopalia,Aurelia
scaffold67.g5,N2.HOG0008396,MJ4,123.570357344072,rhopalia,Aurelia
scaffold67.g5,N2.HOG0008396,MJ8,174.454051968983,manubrium,Aurelia
scaffold67.g5,N2.HOG0008396,MJ23,84.6889220244636,manubrium,Aurelia
scaffold67.g5,N2.HOG0008396,MJ26,151.363422778237,manubrium,Aurelia
scaffold67.g5,N2.HOG0008396,MJ27,100.473929635304,rhopalia,Aurelia
scaffold67.g5,N2.HOG0008396,MJ29,111.886683640541,manubrium,Aurelia
scaffold67.g5,N2.HOG0008396,MJ32,100.27368161365,manubrium,Aurelia
scaffold67.g5,N2.HOG0008396,MJ35,93.1205403924504,manubrium,Aurelia
scaffold17.g20,N2.HOG0008398,MJ1,7.66555536615737,rhopalia,Aurelia
scaffold17.g20,N2.HOG0008398,MJ4,5.93849168805252,rhopalia,Aurelia
scaffold17.g20,N2.HOG0008398,MJ8,10.1949115435324,manubrium,Aurelia
scaffold17.g20,N2.HOG0008398,MJ23,13.4496401726232,manubrium,Aurelia
scaffold17.g20,N2.HOG0008398,MJ26,17.8622292801014,manubrium,Aurelia
scaffold17.g20,N2.HOG0008398,MJ27,5.24048838031175,rhopalia,Aurelia
scaffold17.g20,N2.HOG0008398,MJ29,7.92400392795325,manubrium,Aurelia
scaffold17.g20,N2.HOG0008398,MJ32,17.2340884039304,manubrium,Aurelia
scaffold17.g20,N2.HOG0008398,MJ35,21.4464811538824,manubrium,Aurelia
scaffold10.g44,N2.HOG0008402,MJ1,0,rhopalia,Aurelia
scaffold10.g44,N2.HOG0008402,MJ4,0,rhopalia,Aurelia
scaffold10.g44,N2.HOG0008402,MJ8,0,manubrium,Aurelia
scaffold10.g44,N2.HOG0008402,MJ23,0,manubrium,Aurelia
scaffold10.g44,N2.HOG0008402,MJ26,0,manubrium,Aurelia
scaffold10.g44,N2.HOG0008402,MJ27,0,rhopalia,Aurelia
scaffold10.g44,N2.HOG0008402,MJ29,0,manubrium,Aurelia
scaffold10.g44,N2.HOG0008402,MJ32,0,manubrium,Aurelia
scaffold10.g44,N2.HOG0008402,MJ35,0,manubrium,Aurelia
scaffold23.g46,N2.HOG0008404,MJ1,103.117845454924,rhopalia,Aurelia
scaffold23.g46,N2.HOG0008404,MJ4,123.320444872885,rhopalia,Aurelia
scaffold23.g46,N2.HOG0008404,MJ8,123.298352519432,manubrium,Aurelia
scaffold23.g46,N2.HOG0008404,MJ23,175.692664279393,manubrium,Aurelia
scaffold23.g46,N2.HOG0008404,MJ26,190.110899027606,manubrium,Aurelia
scaffold23.g46,N2.HOG0008404,MJ27,108.778189818993,rhopalia,Aurelia
scaffold23.g46,N2.HOG0008404,MJ29,127.438500671659,manubrium,Aurelia
