,Man_mean,Tent_mean,M,D,prob,ranking,Length
comp62847_c0,10.7202865005411,12.5474022727296,-0.227045247045799,1.82711577218842,0.454356261022928,-1.84116853904953,1443
comp62853_c1,0.198122098108106,0.10130309114054,0.967711607376449,0.0968190069675652,0.160579491055682,0.97254289116794,305
comp62853_c2,18.3337845134916,8.56250494171451,1.0983998012523,9.77127957177705,0.879412950365331,9.83282190386964,5290
comp62857_c1,19.3159593265226,11.7044702201835,0.722733695578626,7.61148910633909,0.76002519526329,7.64572497613165,2096
comp62858_c0,29.6733087296954,30.3150357079099,-0.0308677179239235,0.641726978214489,0.107785336356765,-0.642468933550978,4138
comp62860_c0,11.506588910566,21.3923883545964,-0.894637346501087,9.88579944403045,0.811597379692618,-9.92619799466781,2568
comp62861_c0,17.792987183125,23.5775198540472,-0.406103229175882,5.78453267092212,0.659075333837239,-5.79877039153237,1929
comp62862_c0,9.4232019150879,3.8585079119996,1.28817429325931,5.5646940030883,0.89021164021164,5.71184841866633,3155
comp62862_c1,9.06907585136267,3.55920170958063,1.34940184946686,5.50987414178205,0.893920382968002,5.67270644486589,4844
comp62862_c2,11.5995220604408,5.12953654750544,1.1771649730054,6.4699855129354,0.878533635676493,6.57620178456111,771
comp62863_c0,0.0386116549028576,0.0789710998028493,-1.03228839262355,0.0403594448999917,0.10403124212648,-1.03307705924483,1565
comp62866_c1,21.3767673265111,18.9343660599729,0.175036580623955,2.4424012665382,0.411839254220207,2.44866529998363,1795
comp62867_c0,2.35551958016989,2.69502974616652,-0.194255872286944,0.339510165996623,0.217644242882338,-0.391155335810489,2591
comp62869_c1,1.17486532578689,1.96237809085596,-0.74010764113024,0.787512765069075,0.428793146888385,-1.0807107270709,1543
comp62869_c2,13.6193282391884,22.2450423756985,-0.707828301276762,8.6257141365101,0.760964978584026,-8.65470769401708,2214
comp62870_c0,11.7361575804154,10.7873152889655,0.12162429083013,0.948842291449898,0.273083900226757,0.956605541570728,2595
comp62871_c0,1.64587813019769,1.92357620531454,-0.224933470565947,0.277698075116853,0.213963214915596,-0.357367160081123,514
comp62871_c1,1.39090833582289,0.474129557000483,1.55267410809761,0.916778778822407,0.568649533887629,1.80313067059928,391
comp62875_c0,0.100045099210219,9.00322836494073,-6.49172001126085,8.90318326573052,0.986621315192744,-11.0185798072069,302
comp62875_c1,0.131506506905271,6.05172981895067,-5.52414148895323,5.92022331204539,0.97254724111867,-8.09723306163655,919
comp62876_c0,38.1298522658056,28.288925065294,0.430683583718995,9.84092720051164,0.68103552532124,9.85034702510804,1374
comp62878_c0,0.0324877633994474,1.3621453276478,-5.38984039724163,1.32965756424836,0.705991433610481,-5.55142943266874,1860
comp62886_c0,2.61189330599069,2.64318511102851,-0.0171815002333428,0.0312918050378124,0.0374552784076594,-0.0356984735358925,2221
comp62890_c0,0.193677051035167,0.396121061511087,-1.03228839262355,0.20244401047592,0.222086167800454,-1.05195194896102,312
comp62891_c2,1.58497678486484,1.62084945824864,-0.0322883926235508,0.0358726733838004,0.0483471907281431,-0.048263744093402,915
comp62893_c0,16.8028748088682,127.583043824604,-2.92465661291511,110.780169015735,0.99490803728899,-110.818768552346,1532
comp62894_c0,0.239315801675137,0.734196660543322,-1.61725089334471,0.494880858868184,0.404424288233812,-1.69127393301569,505
comp62896_c0,17.0740358504713,17.0049808027561,0.00584673626322034,0.0690550477152065,0.0264373897707231,0.069302120745913,1628
comp62897_c2,6.33284961505594,21.0555624642135,-1.73327468968419,14.7227128491575,0.938664651045603,-14.8243891877085,3874
comp62899_c0,11.9367548446609,13.854219053588,-0.214914714740956,1.9174642089271,0.431705719324767,-1.92947073756733,1463
comp62906_c1,34.5851664098416,43.9525330073432,-0.345792912925908,9.36736659750164,0.639717813051146,-9.37374683414371,7803
comp62907_c0,0.402848266153148,0.686609839952551,-0.769253986789757,0.283761573799403,0.248601662887377,-0.81992214688777,450
comp62912_c1,3.658792199688,1.11078791515503,1.71978409393286,2.54800428453298,0.82753338372386,3.07408249136924,1057
comp62919_c2,9.94617365171869,40.8831201458331,-2.03929178036131,30.9369464941144,0.967601410934744,-31.0040863330166,4994
comp62921_c0,24.5662143612083,1.34755202233678,4.18826268188873,23.2186623388715,0.997195767195767,23.593385197954,642
comp62922_c0,NA,NA,NA,NA,NA,0,385
comp62922_c1,NA,NA,NA,NA,NA,0,496
comp62923_c0,2.18317770044287,2.44521697841166,-0.163532925901803,0.262039277968799,0.17748047367095,-0.308881208642439,2325
comp62928_c1,4.45445514840037,5.26470022295944,-0.241102407459458,0.810245074559071,0.353751574703956,-0.845356405151094,3310
comp62929_c0,0.190022767053372,0.194323539609212,-0.0322883926235507,0.00430077255584083,0.016029226505417,-0.0325735620218243,318
comp62931_c0,24.8791226745235,38.3964448853747,-0.626037126596909,13.5173222108512,0.751882086167801,-13.5318114912915,7952
comp62936_c1,4.11760838413173,4.59360211508078,-0.15781927470741,0.47599373094905,0.23390022675737,-0.501474780394756,2260
comp62937_c1,17.351098251517,19.9209584216415,-0.199260076676516,2.56986017012456,0.440365331317712,-2.57757364049018,1703
comp62940_c0,21.6718711316965,14.705088029899,0.559508299185914,6.96678310179743,0.721073318216175,6.98921428519315,1475
comp62944_c1,0.0218227663138217,0.0223166795217514,-0.0322883926235507,0.000493913207929714,0.016029226505417,-0.0322921700799053,2769
comp62944_c2,0.0299738293268711,0.0613044499957635,-1.03228839262355,0.0313306206688923,0.0899420508944318,-1.03276373548688,1008
comp62947_c0,19.7639299102146,14.7683607971004,0.420360140450234,4.99556911311426,0.656326530612245,5.01322385412625,1703
comp62948_c1,42.5825812152684,18.3157208790889,1.21718091938369,24.2668603361795,0.908057445200302,24.2973669348379,11957
comp62952_c0,15.3438061032558,9.30662553122597,0.721326330418204,6.03718057202986,0.752008062484253,6.08012014143219,4462
comp62953_c0,1.42333969839977,6.4507509053358,-2.18018708773586,5.02741120693602,0.938616780045351,-5.47978824236449,1868
comp62956_c0,4.36754182990574,3.81994062170463,0.19327130779158,0.547601208201106,0.269901738473167,0.580707225406038,4206
comp62957_c0,15.3040268212227,21.1898911442276,-0.469464869171644,5.88586432300483,0.683230032753842,-5.90455723083513,1149
comp62959_c0,0.0766843146230611,0.0392099527891685,0.967711607376449,0.0374743618338926,0.103920382968002,0.968436927655058,788
comp62963_c0,9.86201245033671,8.58160429044553,0.200634696205067,1.28040815989118,0.376911060720585,1.29603215131308,1685
comp62965_c0,31.9028313888608,53.8920913883078,-0.756389104998911,21.9892599994471,0.785497606449987,-22.0022653334025,2987
comp62967_c0,23.2352944606799,24.1385320863453,-0.0550200172895124,0.903237625665327,0.173169564121945,-0.90491182483161,10153
comp62974_c0,24.0509140848653,14.5377859614502,0.726284156347773,9.51312812341506,0.766369362559839,9.54081209165511,3324
comp62975_c0,35.3429540306858,23.460638530086,0.59118034825096,11.8823155005997,0.739934492315445,11.8970128965195,6232
comp62978_c0,33.166370330796,37.7760705740318,-0.187751507196034,4.6097002432358,0.459120685311162,-4.61352218602475,4932
comp62983_c0,0.0969939645633582,2.10777097738243,-4.44167932876125,2.01077701281907,0.823643235071806,-4.87562708324033,2492
comp62984_c0,42.9799382550718,26.664374450398,0.688749927583683,16.3155638046737,0.766865709246662,16.330094878081,1562
comp62990_c0,19.5300839431046,21.7517997296968,-0.155436623396416,2.2217157865922,0.377568657092467,-2.22714651073653,2500
comp62993_c3,0.490392388915013,0.167163802332902,1.55267410809761,0.323228586582111,0.303101536911061,1.58596141350935,1109
comp62994_c0,1.07086247964761,0.938656490061715,0.190104028712897,0.132205989585893,0.144424288233812,0.231555534192684,395
comp62996_c0,25.2397490746565,10.0646661303027,1.32639825227393,15.1750829443538,0.91705467372134,15.2329404479783,2284
comp62998_c0,13.1511841384387,21.600963536285,-0.715902960660621,8.44977939784627,0.7627059712774,-8.48005241265347,5670
comp63001_c0,10.0379683480405,11.0582706896648,-0.139658490140202,1.02030234162436,0.30047619047619,-1.02981617883601,2727
comp63002_c0,9.72211657006611,12.2448782955533,-0.332836097184043,2.52276172548719,0.559465860418241,-2.54462307447917,11915
comp63005_c0,NA,NA,NA,NA,NA,0,1087
comp63007_c0,9.05886259156437,16.4063971389008,-0.856856630844691,7.34753454733642,0.796921138825901,-7.39732838328303,4049
comp63008_c0,13.7979608569054,19.3640653648157,-0.488926796369168,5.56610450791028,0.688785588309398,-5.58753691756814,1235
comp63012_c0,8.38582105053492,11.9691763565755,-0.513299929305799,3.58335530604054,0.667515747039557,-3.61993260527792,2695
comp63014_c2,4.29312750790946,13.8625023161223,-1.69108677417287,9.56937480821284,0.931897203325775,-9.71764934013576,2055
comp63015_c1,15.5693784715649,16.3832594372547,-0.0735110553500638,0.813880965689764,0.181451247165533,-0.817194041565883,2678
comp63019_c0,24.6479531264755,16.4360456988642,0.584604596989046,8.21190742761133,0.730571932476694,8.23269009100178,1064
comp63021_c0,33.3963423426519,30.2646883141179,0.142054610213539,3.13165402853402,0.370526581002771,3.1348742345932,7471
comp63025_c0,15.9646557833069,9.90264528555243,0.688995579310386,6.06201049775447,0.74713529856387,6.10103976246628,2078
comp63026_c0,15.8408629438501,16.9800815376021,-0.100192457125354,1.13921859375198,0.259959687578735,-1.14361599010116,4116
comp63031_c0,0.318038104857748,6.43967755155498,-4.3397169178158,6.12163944669723,0.974116906021668,-7.50383984651433,1900
comp63032_c0,14.5962418501812,10.7803204990562,0.437196890677669,3.81592135112495,0.647679516250945,3.84088490834983,2012
comp63036_c0,18.2921981438921,16.1431590383632,0.180305526068796,2.14903910552889,0.403237591332829,2.15658970595321,4605
comp63038_c0,0.163759457785832,0.50239744386772,-1.61725089334471,0.338637986081888,0.316210632401109,-1.65232446500131,738
comp63040_c0,13.391686231794,13.1896440644836,0.0219319983743357,0.202042167310413,0.0683774250440917,0.203229057775164,1101
comp63041_c0,20.3056336737868,16.3524070517947,0.312377035778397,3.95322662199207,0.584149659863946,3.96554915961315,3949
comp63042_c0,1.58601679587854,2.70318834626989,-0.769253986789757,1.11717155039135,0.518362307886117,-1.35640110925778,1143
comp63043_c0,19.2742058374997,8.35520685459501,1.20592396598682,10.9189989829047,0.898047367094986,10.9853899066176,2204
comp63049_c1,8.48000407510922,8.05250776498051,0.0746268112929612,0.427496310128712,0.150604686318972,0.433961122840997,2095
comp63052_c0,19.8117819013114,19.1123706637332,0.051851905527659,0.69941123757819,0.152350718065004,0.70133066335182,2315
comp63053_c0,0.0821022281562122,1.17544619339703,-3.83964331468115,1.09334396524082,0.642045855379189,-3.99227526735121,368
comp63053_c1,0.0621040492527977,1.9052893811633,-4.93917898823207,1.8431853319105,0.800602166792643,-5.2718897224395,973
comp63053_c3,0.0573313471754954,1.2898363217325,-4.49172001126085,1.232504974557,0.681191735953641,-4.6577480794767,527
comp63053_c4,0.0835784784550099,1.79487219572659,-4.42460581540231,1.71129371727158,0.780997732426304,-4.74401336512294,723
comp63054_c0,2.03973805647163,1.30368956953016,0.645783512489087,0.736048486941475,0.410030234315949,0.979185232798972,1185
comp63054_c1,1.55439845461022,1.92074135292193,-0.305306887029967,0.36634289831171,0.26862181909801,-0.476885116575631,933
comp63057_c1,36.3426685822447,26.7483576221515,0.442214046969894,9.59431096009318,0.68522549760645,9.60449665845648,2800
comp63063_c0,13.1788932784387,11.8587328071805,0.152279366945425,1.32016047125821,0.330740740740741,1.32891409634709,2100
comp63064_c0,11.9018865502375,9.82481155110938,0.276688630556239,2.07707499912816,0.512552280171328,2.0954229048768,4082
comp63077_c0,55.8680765032623,67.9713758590582,-0.282903175552168,12.1032993557959,0.596029226505417,-12.1066052014075,4122
comp63079_c0,8.22055852759216,10.3514275363405,-0.332521416411594,2.13086900874833,0.540327538422776,-2.15665788311834,985
comp63080_c0,9.12915550105976,10.3686693285024,-0.183677442628436,1.2395138274426,0.354560342655581,-1.25304905384902,3111
comp63081_c0,33.8731721577075,70.1467792914596,-1.05023376689886,36.2736071337522,0.877069790879315,-36.2888077161393,1354
comp63083_c1,10.306103602023,9.3382941789465,0.142268057550407,0.967809423076449,0.296011589821114,0.978210243043251,2058
comp63086_c2,0.0314070893570541,0.192707543437826,-2.61725089334471,0.161300454080772,0.202184429327286,-2.62221663391878,962
comp63089_c0,10.4471038035843,12.0978719687414,-0.211650251032365,1.65076816515715,0.416926177878559,-1.66428103511948,2840
comp63090_c0,0.031604204980634,0.129278003338346,-2.03228839262355,0.0976737983577124,0.163167044595616,-2.03463418866342,956
comp63094_c0,8.4139194829455,12.4719635485052,-0.567838699219629,4.0580440655597,0.695527840765936,-4.09758006954785,1422
comp63096_c0,10.8645975317027,13.3458407797851,-0.296755464951335,2.48124324808245,0.54143361048123,-2.49892614179236,3732
comp63097_c1,4.25950675681644,2.51018651165449,0.762891815487951,1.74932024516195,0.615731922398589,1.90843528637258,1674
comp63098_c0,16.9452048461245,13.568718265729,0.320592630592723,3.37648658039549,0.579339884101789,3.39167234006783,3402
comp63103_c0,12.6032561844194,93.6831113881904,-2.89399247379384,81.079855203771,0.994326026706979,-81.1314865653455,3711
comp63106_c0,3.4060057488167,7.80693404027682,-1.19667521052443,4.40092829146012,0.859324766943815,-4.56072377875023,1029
comp63106_c1,2.71422590670561,5.55131359961637,-1.03228839262355,2.83708769291076,0.778770471151424,-3.01905380919437,1692
comp63108_c0,9.09516659371211,8.49805140298609,0.0979679933277907,0.597115190726019,0.217520786092215,0.605098569418606,1847
comp63109_c0,0.339956342745273,5.04093300218329,-3.89026938775112,4.70097665943801,0.957578735197783,-6.10191588452795,711
comp63110_c1,10.3418614295327,12.9795481060337,-0.327744276149722,2.637686676501,0.564220206601159,-2.6579705254084,1414
comp63111_c0,49.5338939504636,40.7236703543286,0.282548443444811,8.810223596135,0.591579743008314,8.81475316936255,1176
comp63112_c0,10.2514953986645,14.0574429914824,-0.455499823348095,3.80594759281789,0.655061728395062,-3.8331080298299,3631
comp63113_c0,10.2541779382237,9.12471832144132,0.168359908876059,1.12945961678241,0.338243890148652,1.14193873953861,2587
comp63114_c1,37.0334498674139,15.8444197058421,1.22485412798062,21.1890301615718,0.907397329302091,21.224402625818,3748
comp63120_c0,24.2145257453065,23.7157822530681,0.0300252914793888,0.498743492238432,0.103799445704208,0.499646464191041,3601
comp63123_c0,14.5699129012881,12.9403227327643,0.171118654301988,1.62959016852379,0.372753842277652,1.6385498805955,2870
comp63126_c0,5.52076112253068,5.74836145076554,-0.0582836011564954,0.22760032823486,0.114676240866717,-0.23494443508282,1204
comp63126_c1,5.10774664105352,4.63314089710102,0.140696408567819,0.474605743952499,0.226442428823381,0.495021304164364,2094
comp63127_c0,12.647561844343,9.10157229704544,0.474671596096332,3.54598954729757,0.652035777273873,3.57761862049105,1290
comp63129_c0,0.330203496846843,0.337676970468468,-0.032288392623551,0.00747347362162509,0.0337994457042076,-0.0331420142143731,366
comp63136_c1,0.121583983748435,0.0621678929534503,0.967711607376449,0.0594160907949847,0.12777273872512,0.969533922509403,497
comp63141_c0,13.1900710114485,15.5694871104093,-0.239269088327152,2.37941609896079,0.486931216931217,-2.39141603838033,1663
comp63143_c0,3.6508124120129,7.8531000444573,-1.10504473505887,4.2022876324444,0.844719072814311,-4.34515192050594,960
comp63143_c2,2.44036694314582,4.85682076909586,-0.992914154289406,2.41645382595005,0.73933736457546,-2.61249451879556,3219
comp63147_c0,0.0747861880234804,0.611830550452768,-3.03228839262355,0.537044362429288,0.434708994708995,-3.07947877785456,404
comp63148_c0,20.2062794961939,22.6003490123894,-0.161541343713065,2.39406951619552,0.381861929957168,-2.39951337860519,8200
comp63151_c0,21.534895256579,14.8691873700335,0.534350503023854,6.66570788654551,0.709624590576972,6.68709145210658,1866
comp63152_c0,14.5749150587491,3.70077959145205,1.97758635531156,10.8741354672971,0.954472159234064,11.0524960960791,3039
comp63153_c0,223.291706783267,23.4591695317122,3.25070582227321,199.832537251555,0.998017132779038,199.858975361971,1296
comp63155_c0,10.7304243771767,10.5475141402044,0.0248041126543892,0.182910236972317,0.0665532879818594,0.184584394773342,3193
comp63156_c0,33.969301849092,24.8020289125717,0.453773423571417,9.16727293652023,0.689223985890653,9.17849679482408,3234
comp63159_c1,15.0178106638153,14.076775160799,0.0933576425146766,0.941035503016288,0.232063492063492,0.945655046702028,4583
comp63160_c0,18.8254923947237,30.2240794500014,-0.683010799104524,11.3985870552776,0.76074326026707,-11.4190319470801,2799
comp63161_c0,0.0564740560027777,0.346513377172315,-2.61725089334471,0.290039321169538,0.285520282186949,-2.63327268746291,535
comp63161_c1,0.0636076209715497,0.390283487973029,-2.61725089334471,0.326675867001479,0.312076089695137,-2.63755935682874,475
comp63163_c0,0.509934514117909,6.5184478476508,-3.67614458239828,6.00851333353289,0.972806752330562,-7.0438818466765,474
comp63163_c2,0.448273293197123,4.76755793913641,-3.41080001587728,4.31928464593928,0.949843789367599,-5.50361486669946,1348
comp63164_c0,0.69713013293692,1.29749298320521,-0.896226843047522,0.600362850268293,0.393512219702696,-1.07872985783337,4334
comp63165_c0,12.503295920232,9.26923283935944,0.431786599963847,3.23406308087257,0.629246661627614,3.26276013200041,1880
comp63167_c0,0.317084467361923,0.555876032345394,-0.809895971287103,0.23879156498347,0.232446460065508,-0.84436538051624,1334
comp63168_c0,11.2597341471377,5.757287477863,0.967711607376449,5.50244666927467,0.816036785084404,5.58689404797183,322
comp63168_c2,12.6491605754572,5.57724033818113,1.18141830084667,7.07192023727607,0.881836734693878,7.16992364282705,2637
comp63170_c0,10.4793705427209,10.5418230846626,-0.00857232364974287,0.0624525419417221,0.0247417485512724,-0.0630381212262747,1061
comp63171_c0,6.35298610437116,5.74133411402866,0.146048848634962,0.611651990342495,0.255215419501134,0.628846899871132,818
comp63172_c0,13.0252751966845,10.1241903920523,0.363507310294812,2.90108480463212,0.589075333837239,2.92376993080939,2649
comp63172_c1,4.22371201698314,2.41881192452996,0.80421287509357,1.80490009245319,0.632736205593348,1.97596120716066,1073
comp63176_c0,15.2591304936567,19.1490761323984,-0.327602033601824,3.88994563874173,0.595487528344671,-3.90371619931391,4463
comp63180_c0,8.69047670935218,10.8805510927965,-0.324244407759854,2.19007438344429,0.538163265306122,-2.21394675658255,744
comp63182_c0,0.675164691876784,0.460297099409531,0.552674108097605,0.214867592467253,0.212055933484505,0.592972808865767,537
comp63186_c0,14.7699803267688,23.5605918324855,-0.673707875064716,8.79061150571668,0.754572940287226,-8.81639001776593,3588
comp63188_c0,0.861963600684299,10.0451121607323,-3.54272291469495,9.18314856004797,0.986341647770219,-9.8428198767536,3365
comp63191_c1,2.82298974387623,6.7100507086272,-1.2490997816967,3.88706096475098,0.862305366591081,-4.08282906920257,792
comp63191_c2,4.01085254047445,13.8373667964179,-1.78658859779503,9.82651425594348,0.938798185941043,-9.98760638191312,1371
comp63194_c0,2.57497630173585,8.1942755499804,-1.67005725251936,5.61929924824455,0.912829428067523,-5.86221931251419,3567
comp63198_c0,57.4386792030182,66.4909987350914,-0.211136473087479,9.05231953207322,0.501347946586042,-9.05478147284749,829
comp63200_c2,2.47507711796843,1.84408377143488,0.42456928234992,0.630993346533555,0.358445452254976,0.76053381179586,1709
comp63205_c0,4259.20485032828,1058.82947912469,2.00811385236346,3200.37537120359,0.965616024187453,3200.37600121107,1122
comp63208_c0,20.8252069791034,32.7012483096045,-0.651014874560434,11.8760413305011,0.754731670445956,-11.8938714492242,2124
comp63209_c0,2.64273883599206,2.49466316955006,0.0831888247963852,0.148075666441997,0.113078861174099,0.169843408948493,1189
comp63211_c0,0.0962217196225672,0.393597997425029,-2.03228839262355,0.297376277802462,0.291541950113379,-2.05393007704548,314
comp63215_c1,1.70517784615089,2.67014937759325,-0.646998236738759,0.964971531442363,0.467064751826657,-1.16179893907564,1134
comp63216_c0,17.5653389335968,7.08395822591782,1.31010380482353,10.481380707679,0.911221970269589,10.5629405715794,1954
comp63217_c0,NA,NA,NA,NA,NA,0,848
comp63220_c1,NA,NA,NA,NA,NA,0,480
comp63223_c0,91.9850249159454,77.4487692974366,0.248156696759062,14.5362556185087,0.573829680020156,14.5383736763358,3012
comp63227_c4,NA,NA,NA,NA,NA,0,411
comp63228_c0,5.46632443548606,3.34849133769963,0.707059852853649,2.11783309778643,0.641400856638952,2.23274509642214,2233
comp63229_c0,72.1257601081599,84.6704310388711,-0.231343615633701,12.5446709307112,0.539249181153943,-12.5468039208527,1999
comp63230_c0,NA,NA,NA,NA,NA,0,476
comp63234_c2,7.95145441712824,9.16490887661499,-0.204901765743887,1.21345445948675,0.370624842529604,-1.23063254420369,3169
comp63236_c0,54.1126372024294,47.2654640187946,0.195179134888653,6.84717318363477,0.480161249685059,6.84995441600767,1378
comp63238_c0,30.0988846958096,21.4717672101617,0.487269093878737,8.62711748564783,0.702723607961703,8.64086727597525,1580
comp63239_c0,1.96384633229159,1.65763943821405,0.244551812735273,0.306206894077539,0.231249685059209,0.391877852261035,3877
comp63240_c2,60.8558019082415,97.4310319432669,-0.678986532180719,36.5752300350254,0.768309397833207,-36.5815318818924,2256
comp63240_c3,4.43453661680521,10.0532793542124,-1.18081091733364,5.61874273740721,0.872060972537163,-5.74147928426643,1131
comp63242_c0,22.2066273582166,12.0732607042122,0.879174932774792,10.1333666540044,0.808672209624591,10.1714339356311,7094
comp63243_c0,29.0862460823262,1.41640729243943,4.36002903015521,27.6698387898867,0.99795666414714,28.0112447385352,1876
comp63245_c0,47.1715460947991,89.8056658974558,-0.92888958097825,42.6341198026568,0.835263290501386,-42.6442376787409,8520
comp63246_c0,1.79550341476111,1.61755271810541,0.150575664526259,0.177950696655704,0.150942302847065,0.233108303558185,2827
comp63247_c0,60.8383095823121,30.3194294121904,1.00473746435992,30.5188801701217,0.85636684303351,30.5354145904479,1176
comp63248_c0,3.41775059622642,3.78336034259569,-0.146621068102546,0.365609746369273,0.206467624086672,-0.393913980777194,1715
comp63248_c1,23.0231670837809,44.4231110979517,-0.948224127835077,21.3999440141707,0.836802721088435,-21.4209414547132,2643
comp63248_c2,4.46506698938218,4.75637974105061,-0.0911820816771191,0.291312751668432,0.156623834719073,-0.30524955577954,1624
comp63260_c0,29.1632487153813,10.5518874176757,1.46665036426424,18.6113612977056,0.926109851347947,18.6690608399225,978
comp63263_c1,82.2574456057939,82.3101583910874,-0.000924221714215621,0.0527127852934797,0.00914336104812295,-0.052720886934625,4714
comp63265_c0,3.71044455667373,11.0038261192396,-1.56834129286376,7.29338156256583,0.918332073570169,-7.46010114060639,1140
comp63267_c0,3.53289587856597,1.09138348494285,1.69469311297003,2.44151239362313,0.81907029478458,2.97203087389135,3284
comp63268_c0,12.3413556946507,16.4617523103378,-0.415617032175056,4.12039661568706,0.645134794658604,-4.14130484123052,1464
comp63270_c1,1.99553320695058,5.3568321878651,-1.42460581540231,3.36129898091452,0.854509952129,-3.65073041573534,969
comp63283_c0,46.4552515763713,65.7784663933232,-0.501773675924771,19.323214816952,0.716900982615268,-19.3297285982996,1877
comp63287_c0,NA,NA,NA,NA,NA,0,1205
comp63288_c0,4.06316824410309,2.45760717621393,0.725350769807405,1.60556106788916,0.589611992945326,1.76180591495817,2439
comp63294_c1,4.20542189380413,5.86793376983884,-0.480602046776693,1.66251187603472,0.553169564121945,-1.73058489110544,3233
comp63296_c0,32.1979890691261,40.3892419624631,-0.327000481967442,8.19125289333701,0.62453514739229,-8.19777733765738,944
comp63299_c1,0.0682331074107635,2.7352749721687,-5.3250701418514,2.66704186475794,0.885318720080625,-5.95562627470938,4428
comp63300_c0,331.153622617463,110.804622447515,1.57948257282027,220.349000169948,0.937712270093222,220.354661037822,783
comp63303_c0,1.58432747032782,13.3158991492641,-3.07120738191585,11.7315716789363,0.988052406147644,-12.126915883305,2441
comp63304_c1,0.962217196225672,0.393597997425029,1.28963970226381,0.568619198800643,0.439085411942555,1.40943192630924,314
comp63305_c0,103.09686957107,142.68727985462,-0.468856201145853,39.5904102835505,0.706827916351726,-39.5931864410686,3294
comp63306_c0,NA,NA,NA,NA,NA,0,645
comp63307_c3,0.0953111039794514,1.36455583334419,-3.83964331468115,1.26924472936473,0.6913529856387,-4.04398849738669,317
comp63308_c0,432.651385803853,542.386451330939,-0.326116117091439,109.735065527086,0.638082640463593,-109.735550110052,2527
comp63310_c0,92.2950133795564,93.4172963251644,-0.0174369889940278,1.12228294560796,0.0873670949861426,-1.12241839729562,895
comp63311_c0,0.744865823395651,0.666508781463955,0.160356685318845,0.0783570419316957,0.111587301587302,0.178477148528131,649
comp63312_c0,146.165367084553,120.840706172605,0.274494994680855,25.3246609119481,0.592829428067523,25.3261484992736,7845
comp63313_c0,137.306908292906,185.880043340361,-0.436967673028555,48.5731350474555,0.695920886873268,-48.5751005051521,3368
comp63314_c0,3.13674956960182,2.79531925942863,0.16625728675853,0.341430310173192,0.209087931468884,0.379758004662535,2697
comp63315_c0,26.3247381842651,68.0994003982211,-1.3712229128166,41.774662213956,0.925374149659864,-41.7971608529426,2323
comp63316_c0,301.513238378542,736.384227131867,-1.28823737828913,434.870988753325,0.920425799949609,-434.872896850145,2134
comp63319_c1,0.643331831879552,1140.31535655207,-10.7915821647946,1139.67202472019,1,-1139.72311645217,1315
comp63320_c0,204.01242595674,0.665415135632408,8.26018662862591,203.347010821107,1,203.514710753349,1393
comp63324_c0,6.33209387361849,5.53542918857521,0.193987463200125,0.796664685043281,0.315568153187201,0.81994253229963,1775
comp63324_c1,6.78785718729333,5.48012076651318,0.308748525211516,1.30773642078015,0.462607709750567,1.34368902579993,1184
comp63325_c0,1666.10154942863,1894.20770293931,-0.185118197212467,228.106153510673,0.484285714285714,-228.106228626449,1430
comp63326_c0,586.951869912026,499.931570423423,0.231511571753486,87.0202994886034,0.546107331821618,87.0206074484319,621
comp63327_c0,368.078624133977,535.841762596303,-0.541793057945503,167.763138462326,0.732713529856387,-167.764013323618,1512
comp63328_c0,3.4478004760855,48.9905399317496,-3.82875499853842,45.5427394556641,0.999100529100529,-45.7033968318038,666
comp63330_c0,1013.96373046523,1199.66053380306,-0.242620178275613,185.696803337828,0.555956160241875,-185.696961834164,677
comp63333_c0,2757.82405744148,1570.2997004733,0.812490487498479,1187.52435696818,0.80623330813807,1187.52463491647,418
comp63333_c1,1006.27788658339,494.488362769175,1.02502029034008,511.789523814211,0.872285210380448,511.790550276744,478
comp63335_c1,538.044451596407,420.03236922412,0.35722485727317,118.012082372287,0.656900982615268,118.012623034327,1573
comp63337_c1,0.0997149173646406,0.203943516817589,-1.03228839262355,0.104228599452949,0.161814058956916,-1.03753695186689,303
comp63338_c0,175.433922357016,142.893219049182,0.295990282563141,32.5407033078338,0.615883093978332,32.5420494440015,3627
comp63341_c0,416.667433274041,298.957448806737,0.478956185951427,117.709984467303,0.712630385487528,117.710958887951,2628
comp63342_c0,2.79894576979855,2.55561975168443,0.131210339659328,0.243326018114113,0.168778029730411,0.276448375514826,2418
comp63343_c0,246.215963774541,288.660639619831,-0.229450097896968,42.4446758452893,0.545341395817586,-42.4452960286427,3258
comp63350_c0,117.543398206329,92.7275994470166,0.342122800984241,24.8157987593129,0.64254724111867,24.8181569838227,1752
comp63351_c0,9.49474027970382,8.80802521959333,0.10830993754925,0.686715060110496,0.241476442428823,0.695204010600114,891
comp63357_c0,7.73291918575512,178.493453823131,-4.52871421874305,170.760534637376,0.999984882842026,-170.820576752678,1641
comp63359_c0,0.606293377153567,1.55003893634773,-1.35421648751091,0.943745559194165,0.571101033005795,-1.65062351114514,1196
comp63360_c0,73.6338222331815,214.047378879548,-1.53948967216283,140.413556646366,0.934527588813303,-140.421995850127,1272
comp63362_c1,2.74794178822065,3.42836564014507,-0.319169540411712,0.680423851924415,0.356608717561099,-0.751562248782017,2199
comp63364_c0,0.0309883281656268,0.253517479367096,-3.03228839262355,0.222529151201469,0.24005291005291,-3.04044275051743,975
