,results.star.mapping.SRR8101518.Aligned.out.sam,results.star.mapping.SRR8101523.Aligned.out.sam,results.star.mapping.SRR8101526.Aligned.out.sam,results.star.mapping.SRR8101525.Aligned.out.sam
comp11309_c0,9.68515315822852,1.08998645614669,4.17234646011208,13.1336290988487
comp11312_c0,0,0,0,0
comp11318_c0,74.0203163258488,33.757722498823,49.0838670203164,45.9991528796716
comp11322_c0,4.17993763612922,0.434232479642736,43.5494684214239,6.15555228787232
comp11328_c0,13.2084380411097,26.9981260676335,4.06001405541675,0.341712069313937
comp11329_c0,34.6426106217153,141.237681641543,52.7126024608526,61.9413286207095
comp11355_c0,5.18043075905246,1.7490480342819,2.6780642395138,3.71909880090518
comp11361_c0,826.710408632122,0,2.23172019959483,7.23158100176007
comp11365_c0,1.27728510687647,2.58746784888034,3.30151268059327,3.05659878514761
comp11428_c0,0,0,0,0
comp11446_c0,0,0,0,0
comp11482_c0,1.37392180904146,3.09247802113988,3.78805139141754,5.2605673828593
comp11500_c0,2.46414294954929,0,1.91078698505133,1.17936023922509
comp11525_c0,0.602701630517467,0.813950925044609,0,0
comp11539_c0,34.8828536417709,56.8633662801032,27.6452492274314,25.447365691624
comp11548_c0,19.8537007699872,30.4992199560833,20.7836402545155,22.0925075829171
comp11555_c0,8.07996873412479,34.4148625495423,12.852317220881,2.37978048272206
comp11561_c0,5.6333441418887,8.6946896501875,9.15263284169095,8.47366923327625
comp11582_c0,2.60231918971093,2.3429615412499,0,1.66065678545091
comp11586_c0,0.931264726752742,2.51535336033852,1.92569836620557,3.56569115805848
comp11626_c0,6.11973963294659,5.7853127287786,1.26545892636366,3.51475271294336
comp11631_c0,96.7117930136329,1.97295554758976,6.34389299129318,5.87328824277261
comp11640_c0,0,0,0,0
comp11645_c0,2.05244339041083,2.77183287988164,1.4147022395466,0.654878167235556
comp11658_c0,0,0,1.79371903892669,1.66065678545091
comp11687_c0,22.455496233796,1.07033774393912,5.87255784969285,31.1042276375514
comp11688_c0,1.17241327704872,1.58334874682362,3.63652933576084,0.561127187504992
comp11698_c0,0,2.0833536142416,2.39245351036898,1.47665049343419
comp11701_c0,0.854572337490751,16.7344979443698,25.0340787606725,3.13571075370437
comp11719_c0,2.89547473101286,0.651725004108508,2.99367666288804,4.15739813966004
comp11726_c0,0.788804966852889,0,0.815557806650803,0.7550578302121
comp11737_c0,33.3687867732727,51.309595835128,42.1242196022267,44.9808418709119
comp11744_c0,0,0,1.35958397047336,0
comp11763_c0,1.53838758728768,2.07759849376027,2.38584452277127,6.62657106791116
comp11765_c0,1.63793031352394,0,2.37087451792251,1.25428430148175
comp11771_c0,0.788804966852889,0,0.815557806650803,0
comp11774_c0,0,32.0038576485625,5.35968973466525,0.708870782087423
comp11781_c0,26.5333946736244,33.9799994611996,26.8026418275546,24.5224258285314
comp11791_c0,26.8419300320078,19.5193019503812,45.5930507513624,39.6697305891042
comp11820_c0,0,2.58746784888034,0,0
comp11828_c0,0,0.298211996328794,0.456608890955961,1.0568414514864
comp11853_c0,33.6613632337791,43.3986537982524,34.7153455164746,45.1259714433826
comp11862_c1,0.832430951566726,1.12420127764009,4.30331697679721,0
comp11866_c0,30.6847906331917,18.2952884945841,50.6257747504807,52.0259630032838
comp11880_c0,3.88532306928935,0.874524017140952,0.66951605987845,2.47939920060345
comp11887_c0,20.2962707846551,17.6476588980715,18.2537553819082,21.2908967800197
comp11894_c0,12.3505229285878,0.758155901956873,8.70640843995162,6.98580722347445
comp11898_c0,472.040756231452,589.45791279444,343.579026202587,798.147106716157
comp11918_c0,0,0,0,0
comp11918_c1,0,0,0,0
comp11930_c0,34.5591679626505,1.11124505724175,3.23282872884571,27.4096702407137
comp11941_c0,27.5113444876326,4.95389054021162,3.79258797991026,3.51124497570489
comp11942_c0,0,32.6737646214589,0.909611076612112,2.52640202905091
comp11945_c0,4.00644824890748,5.41072413482891,2.07116478955204,2.5566946193273
comp11956_c0,0,0.964218788129767,1.47636874742427,0
comp11957_c0,0.300051889330894,39.3064620204193,0,2.29771908676613
comp11965_c0,66.2526302443419,65.3542429058878,53.6389928241043,58.7778158078305
comp11979_c0,0,0,1.71364229611746,0
comp11981_c0,23.7046878249895,18.8834060037026,24.0568756077941,27.5005154566737
comp11991_c0,3.66078098010281,0,12.537609699778,1.31406120327792
comp11991_c1,2.08185535176875,0,16.1434713503402,0.996394071270547
comp11993_c0,23.9110602555988,62.6308180281382,25.6191896735344,26.4874182259758
comp11995_c0,11.6020063874612,4.47673008774535,13.7091383689397,13.485422735425
comp12016_c0,0.118387820280217,25.2615483522773,36.8433093665254,1.0199059211666
comp12022_c0,26.7650873733677,31.2173073513559,19.1823115790407,43.5248983098834
comp12024_c0,24.9521342766018,0,14.3831800651128,8.03199503129668
comp12026_c0,55.4748891534136,0.483348749833688,45.7617382315377,90.9006810606845
comp12040_c0,0,1.89103253706485,0.20681889780728,0
comp12048_c0,75.7512165925721,27.3555644225755,43.1766136671987,30.0134546978878
comp12061_c0,0.574119903709422,6.20280952363891,0.593591558242749,0.54955755477293
comp12061_c1,1.09625257204358,1.48049341484492,1.13343269979423,0.524676011938723
comp12063_c0,1.02843269916554,55.5560963797761,1.0633126712751,3.44551781801311
comp12073_c0,14.9983782807461,1.76133642796538,3.70820955881155,0
comp12102_c0,2.79146018344932,4.71234746078458,2.88613439346099,3.34004278276781
comp12103_c0,4.35926658785236,1.4718016726834,1.12677849607723,4.17276577792362
comp12104_c0,0,34.7500632553698,0.9501383027978,1.75930966379453
comp12104_c1,0.800138371549051,74.5607114614139,0,2.29771908676613
comp12122_c0,11.5670816241034,28.75241214694,16.8124713169959,17.4908850891457
comp12127_c0,1.27436225766165,1.72103124654741,1.31758309266697,1.21984171196737
comp12133_c0,0,0,0,1.41024028605752
comp12136_c0,16.62726567219,1.89762150060863,5.81110659204845,4.03501888407711
comp12144_c0,13.8574508640284,1.16965887207032,203.718222574213,12.0210373372959
comp12147_c0,4.37561383755681,4.83486849476497,2.46764490640914,2.28458926341318
comp12155_c0,41.4652912623675,31.0803728405106,60.7001006094619,73.7307603244511
comp12162_c0,10.8378023739159,18.0141474189513,9.48146994977565,7.98010221751112
comp12166_c0,4.32820963677311,10.391580721813,8.45278479742913,3.222362518919
comp12167_c0,0,24.601096183124,0,0
comp12168_c0,16.2659951196997,23.9905935217222,15.4899564968035,12.4970486225651
comp12170_c0,0,0.617480012102806,0,0.437660778431644
comp12184_c0,4.57221926599458,2.46992004841123,0.945457818547564,3.06362544902151
comp12186_c0,1.39660515761289,0,12.4542579915947,0.668427370695602
comp12187_c0,12.4920660968627,25.3058766736614,60.3165186111222,1.31533851714382
comp12189_c0,2.3252455390319,3.92531656963058,2.40410777242366,3.33864819287939
comp12196_c0,0.687526304442148,2.78552094348599,2.84337684689119,3.29056066746755
comp12200_c0,4.98848483109083,7.34942007890441,3.28215527725429,6.51145148366949
comp12202_c0,0.851523404584311,0.766657140408989,3.52161352596616,0.543395339581797
comp12213_c0,3.86733546248708,2.0891407076145,4.79819842912889,4.07206882599109
comp12230_c0,2.59423745309692,23.3568526317149,5.36444544871553,0
comp12246_c0,16.2871810703618,21.9959021634102,22.0209781674307,23.0857445253038
comp12255_c0,1.40630380454076,2.84882823765613,2.18099928596768,4.7114845920558
comp12264_c0,3.40163538061691,2.62509827134806,3.01457492929564,1.86063116275652
comp12270_c0,23.0970818404758,60.0748295645827,12.3824475590423,0
comp12271_c0,87.2422412425284,0,0,1.39182983845886
comp12273_c0,2.7752307637781,1.24932002448707,1.91290302822414,1.77099942900247
comp12279_c0,9.60166045858861,4.32236008471965,6.61820472983295,3.06362544902151
comp12287_c0,0,1.16422701972325,0,0
comp12317_c0,8.16781249677272,6.01672523792975,1.53542349732124,2.13228331251897
comp12321_c1,4.19169263030858,6.46959703003199,4.95297902361692,5.73194438849186
comp12329_c1,27.2664363764668,36.6517586823214,25.6940733045797,22.3278924815813
comp12334_c0,16.9083503941296,0.971693352378835,7.43906733198278,38.2240710093032
comp12359_c0,0,49.2789508566789,0,0
comp12371_c0,1.23480334057237,0,3.83004752657738,0
comp12393_c0,6.08260529051366,8.21458239401816,9.78273466133075,5.17544493329847
comp12396_c0,3.17319832819453,9.64218788129767,3.28081943872061,3.03744061612389
comp12448_c0,2.57425103204071,5.79422692404637,3.10515152578449,1.2320589247991
comp12449_c0,12.6567342408668,15.8720430383699,11.2165677564052,10.3844966518781
comp12455_c0,30.5769197318755,50.6619276833815,28.5403770314225,13.2793444729829
comp12457_c0,0,0,0,0
comp12458_c0,1.96551637622873,1.76962506997934,0.677392719406431,1.88142645222262
comp12464_c0,5.22294308650072,2.20425162585351,5.73758780505448,3.43715070892566
comp12465_c0,44.214829635391,44.7842261329837,38.0953372445016,38.2924224365411
comp12472_c0,10.1740671397737,6.99058621394081,4.24456014884479,3.24626465848241
comp12479_c0,0.141344240253335,0.190885952980005,0.292276046444399,0
comp12486_c0,0,0,0,0
comp12493_c0,4.32372908849487,0,18.7755590705044,4.96649839872431
comp12530_c0,1.58509385179736,0,3.82399115793953,1.51727939695373
comp12533_c0,22.4414395851363,30.8957428590876,20.7246129333267,25.4439127667561
comp12535_c0,1.63312699882152,1.10277222102818,1.68851557623304,2.34488634074667
comp12542_c0,17.210923382724,34.0350075545143,17.7946431808754,30.007298272204
comp12549_c0,0,0,0,0
comp12556_c0,2.27614294249921,56.3555667721621,10.197805925669,1.45250906847341
comp12565_c0,3.34137783958884,1.50418130948244,2.76376229517824,3.83810996253415
comp12570_c0,0,0,0,0
comp12578_c0,0,0,0,0
comp12583_c0,1.94330715163857,4.49904678808306,30.4252662106279,5.04902578986297
comp12594_c0,3.63390738400091,2.45380311497951,2.34822109092768,2.60882950145062
comp12628_c0,0.545976771174647,0,0,0
comp12635_c0,9.28160510996899,3.76045327370609,4.79819842912889,4.44225690108119
comp12638_c0,0.498118342216583,0.672710782416117,2.06004941501061,0.953615077155174
comp12653_c0,0,0,0,0
comp12654_c0,5.70713582813628,7.70750940673309,4.03731906658094,7.47564268143113
comp12660_c0,5.52750676524208,5.59868973752768,6.42934777104119,3.30689099336069
comp12663_c0,0.224012995413572,0.60506086463493,0.46322108728517,1.07214567202281
comp12676_c0,2.45870334038914,0,12.710459414911,0
comp12676_c1,2.21283300635022,0,11.4394134734199,0.353027038496518
comp12685_c0,12.3131626458871,22.8854205361273,13.2349606407671,11.7863733890333
comp12711_c0,2.01774024129761,0.544993228073347,4.17234646011208,0.386283208789669
comp12749_c0,25.5639590989251,32.0434446082707,29.9129027962186,43.0793907284619
comp12752_c0,3.86733546248708,0,0,3.70188075090099
comp12772_c0,0.918970802967227,0,0.9501383027978,0
comp12775_c0,23.4020772306507,31.3576865240101,29.8666586396204,35.8764017618507
comp12786_c0,55.4061026293015,63.0199000048327,61.0716813211144,54.6188396238154
comp12804_c0,1.64114825127153,0,5.09042662422318,0.523645214272832
comp12836_c1,1.44648391324192,2.93022333016059,2.24331355128104,2.07689933037562
comp12842_c0,0.549207402956745,0.741706760099821,1.70350240087416,0
comp12852_c0,0.296853041896663,0,0.920763024779531,0.284152893459351
comp12869_c0,0.706721201266675,50.5847775397012,48.9562377794369,14.2062022724931
comp12871_c0,2.23524893703382,38.596395412465,16.0123365008774,0.611319757029521
comp12874_c0,2.06403502268989,0.398212489273501,2.43890071935955,1.12898869353281
comp12878_c0,37.8526095927342,32.1799179901499,42.7966451576093,58.7811597766538
comp12901_c0,49.2575060432805,48.425352479189,41.1820150604956,24.592381384014
comp12914_c0,26.7878786223582,48.9744896248372,22.6093119697173,21.2809689240277
comp12927_c0,39.7152675069989,36.353034817127,51.0996726525295,58.7138233835453
comp12929_c0,19.7608366857404,0.485219777252399,6.31504825511157,3.43916663309511
comp12971_c0,4.02381724420621,0,6.65646024850251,0
comp12995_c0,0,0,0,0.7550578302121
comp13002_c0,99.9319483506662,74.373409191076,72.2928563322086,50.9378791323976
comp13030_c0,2.96221439679862,0,14.0883273025487,3.40257975401963
comp13044_c0,4.73954303487779,3.20038576485625,1.83760790902809,1.70128987700982
comp13057_c0,33.5743513807528,47.806548826932,31.6945217336954,48.9055805623617
comp13074_c0,4.09482578380985,2.45781259719352,4.2337044962902,4.3551538245894
comp13086_c0,0,0,0,0
comp13133_c0,9.39548983524469,6.92107964485784,4.41552002680573,3.27037317871008
comp13148_c0,2.53904091154167,4.57197966408035,0.875051385251469,0.810138036671341
comp13165_c0,8.11014038735155,2.73819413133939,4.89136733066537,3.88158369997385
comp13167_c0,59.9991684560371,20.5708584685724,48.5901615438136,109.174612565598
comp13170_c0,2.61208398967233,2.8221037701359,2.16053963037699,2.50033221449223
comp13171_c0,1.44648391324192,0,0,0.692299776791873
comp13173_c0,0,0.984411851755521,0,1.39547337206739
comp13175_c0,3.72091073450873,5.02510459738008,7.05303109849681,4.15534053107817
comp13207_c0,79.5328456988081,61.9064760625054,98.831132268941,101.931679116533
comp13214_c0,0,0,8.70202233998187,3.35686919477168
comp13217_c0,3.12161606837522,61.5500199507948,2.58199018607833,0
comp13253_c0,24.4252766051816,2.19909548169947,47.1401950931961,613.343189675596
comp13262_c0,0,0,0,0.513555711107652
comp13275_c0,3.15521986741156,4.26113685405789,0.815557806650803,1.5101156604242
comp13276_c0,308.977955716589,66.6316243309645,146.552903562233,463.012327222823
comp13290_c0,74.1899147434132,63.73649616451,64.6048954593219,58.0053341795415
comp13305_c0,28.8311439383233,44.3159684162911,47.0667965800109,52.6534537321612
comp13312_c0,0,0,0,0
comp13325_c0,0,0.655131232352978,0,0
comp13338_c0,45.4346613452801,28.4072634433894,55.0095625095651,77.9329463449544
comp13356_c0,132.551996298918,0,0.919782446478382,2.98042795280207
comp13373_c0,6.28805904960262,9.36302783841123,16.6700582366956,11.1120728504173
comp13394_c0,157.532635452075,56.7447774036066,95.7369960930258,61.0232452258267
comp13398_c0,24.1059355329583,9.9658655663589,22.3802894927567,21.1909781500339
comp13401_c0,0.826255647771721,2.78965376387692,1.28141797810564,1.58181254637906
comp13414_c1,32.4068030562853,43.7655151235524,33.5059011184925,32.4848356802341
comp13429_c0,55.3980619129039,44.2985333289985,65.5670047121801,41.8642011620217
comp13441_c0,32.4213502110251,37.3441514972635,43.015918861724,32.2484538883153
comp13445_c1,7.9637878369499,8.06634512235219,4.70507711130106,8.71208707872919
comp13451_c0,2.08836114974302,1.88022663685305,1.43945952873867,1.33267707032436
comp13452_c0,14.0562769694242,0,13.494933081925,5.7663911696727
comp13469_c0,2.44252766051816,5.77262563946111,0.631341898569591,2.33802994793747
comp13480_c0,4.59822638475528,5.51993141094472,3.69769420226447,2.9343348337417
comp13489_c0,54.4851475539401,52.0530936614787,36.2611942354015,35.1311309123673
comp13497_c0,19.2983868623118,96.0591034273437,29.0742320656127,40.6400532336536
comp13502_c0,0.684147796803611,5.54366575976328,2.1220533593199,0
comp13508_c0,18.9017490081435,11.8109474655409,7.29209487709558,10.5317944767274
comp13532_c0,2.66033267483188,1.19759658398283,10.54381183471,0.424419449147884
comp13538_c0,2.76375338262104,2.79934486876384,7.85809172016146,3.96826919203282
comp13545_c0,45.0799136166932,75.6395343689042,61.3212113223913,54.5929036984875
comp13572_c0,98.4903948350422,0.54737311116537,4.19056631364969,12.4150411209256
comp13578_c0,23.3376251325516,39.6976833116766,37.7593350468876,23.3623491534788
comp13597_c0,0,1.66391737774606,0.636928995017109,1.17936023922509
comp13605_c0,0,68.678937034752,1.14926908482129,0.26600340725037
comp13605_c1,0.396649791024316,59.9958357058522,1.6404097193603,0.379680077015486
comp13622_c1,29.1224451831011,44.6585543975892,25.8364530799248,23.9198448519756
comp13631_c0,0,2.92263207800992,0,2.07151876216221
comp13681_c0,33.2193238174448,37.932797329334,27.6443246062324,34.1248056804685
comp13683_c0,0.872878223508056,1.17882547765081,2.70744738947712,1.671068426739
comp13685_c0,69.9569939160696,42.300440690351,49.789036226937,36.0575659265163
comp13712_c0,0,0,0,0
comp13720_c0,0.545976771174647,0,0,0.522618458950728
comp13760_c0,6.51047840447465,6.76340516853613,6.21349436865612,14.3814072337161
comp13785_c0,0,0,0,0
comp13803_c0,0.640110697239241,0.864472016943929,11.9127685136993,0.612725089804302
comp13818_c0,1.11156947424778,1.50117895157928,0.574634542410645,1.59602044350222
comp13870_c0,50.3858563112603,49.9006180447348,36.7404908287584,35.5380552086495
comp13873_c0,0,0,0,0
comp13884_c0,34.9323822815695,389.090869183385,60.272649892325,34.1905049102981
comp13891_c0,34.8060191623837,44.2406267494834,34.2224446783458,37.2365652002394
comp13927_c0,17.3507482911583,0,126.439012659478,31.4159609671057
comp13928_c0,27.7903244975588,31.6437359626931,21.9721806735061,13.1702919865714
comp13933_c0,1.53838758728768,1.03879924688014,0,0.736285674212351
comp13944_c0,96.4976898698238,48.6739254634191,83.8432585632752,40.3419989972926
comp13954_c0,8.25733463842647,10.2375004048391,10.0769164870378,17.4926013119872
comp13976_c0,48.1819451454617,57.8055702575454,65.7903409764652,82.3816816180778
comp13987_c0,5.36213775266434,5.68981925870248,2.3759992221271,4.39948413862236
comp13997_c0,1.39224076649535,0,3.59864882184667,1.99901560548653
comp14000_c0,33.1545249675705,38.378842721799,32.9902989576633,31.7360877982344
comp14005_c0,4.8708131772432,9.86707856074485,15.1080300392397,7.77071178031695
comp14012_c0,221.175090914506,29.5740426849239,87.7782943114686,129.639729527015
comp14041_c0,1.12051570744093,1.51326087473082,1.73777810310503,1.34072139871666
comp14066_c0,6.77077576411112,0,4.37525692625735,4.05069018335671
comp14077_c0,1.43900854418124,1.45754002856825,0.743906733198277,0.344361000083813
comp14084_c0,0.679141837314804,4.58591862647084,2.80870151949008,14.3019002668955
comp14126_c0,1.6002767430981,1.08059002117991,0.827275591229119,0
comp14126_c1,4.02575643323956,1.81226663793065,2.77486174214683,3.21127004897435
comp14131_c0,1.48637804252173,3.34559899795916,3.58584224240949,1.89704921042613
comp14151_c0,0,0,0.66951605987845,1.85954940045259
comp14168_c0,0,0,0,0.345253127027035
comp14191_c0,1.71881576110537,1.1606337264525,0.888555264653498,2.46792050060066
comp14224_c0,3.09386836998967,0.835656283045798,1.27951958110104,4.14610644100911
comp14250_c0,6.62971793569214,16.5294649393674,5.27274552651526,1.95264039607964
comp14255_c0,44.2288660892436,35.0975638879235,28.8726375039756,39.0918607295144
comp14265_c0,0,0.85659527874854,2.62316087241671,0
comp14271_c0,0,0,0,0.309924900075432
comp14304_c0,14.4648391324192,23.953412937027,17.6260350457796,30.4941568348801
comp14312_c0,0,0,2.68222272435776,0
comp14390_c0,95.8630426761949,59.8253929907787,42.1659861953751,31.1855408712265
comp14391_c0,6.9929901513465,9.44406073305183,8.54473692858569,6.69381176875248
comp14406_c0,0.4059010981036,2.19268412460997,1.25900250326997,1.55414235606339
comp14410_c0,0,0,0,0
comp14413_c0,3.3588438274918,1.81445272555179,1.73638061367752,0.643028743220437
comp14414_c0,95.0182463107084,76.1012874650919,106.477815803418,98.0210489966414
comp14433_c0,3.18590564415412,5.16309373964223,2.63516618533394,1.82976256795106
comp14447_c0,1.47327065237603,52.394322508427,3.04647519309771,3.29056066746755
comp14460_c0,0.811802196207201,3.28902618691495,0,1.55414235606339
comp14465_c0,0,4.88370555026765,0.934713979700433,1.73074944197968
comp14477_c0,25.9570312397438,7.17035581850738,5.48946430451187,18.6348912375863
comp14492_c0,1.10495298928202,1.49224336258178,1.14242819741164,2.82048057211504
comp14500_c0,0,1.00012055151758,11.4850494314255,2.12661234626227
comp14507_c0,1.53414960495355,3.1078126228976,3.17236259777117,2.93702935608674
comp14511_c0,0,0,0,0
comp14530_c0,65.906073694528,30.0295189483004,39.5592474804439,22.051491091698
comp14543_c0,0,0,0,0
comp14546_c0,2.20407509207707,9.92204030001608,4.55765549996412,0.703259667717338
comp14550_c0,0.501708384322648,2.03267744524654,1.55617246350126,1.44073196791822
comp14554_c0,34.5230433968359,36.6873490117667,26.6241498201664,23.5656311215892
comp14556_c0,0,0.835656283045798,2.55903916220207,0.592300920144158
comp14561_c0,18.6640972320029,2.72496614036673,6.25851969016812,0
comp14582_c0,18.6053582807682,15.8565982997662,18.2091863836549,21.5268628291122
comp14584_c0,42.0725885569675,102.030170058313,32.3517846968073,26.0545043264063
comp14591_c0,24.6197695005899,230.79927796738,25.9013400207371,7.30422799660712
comp14600_c0,1.48110719839931,0,1.53133992419007,1.41774156417485
comp14603_c0,4.28381774306261,8.09943782029004,3.54328499381826,9.02119862988795
comp14635_c0,2.12231824160876,2.29295931323542,3.94973651178293,2.84412789398491
comp14661_c0,2.74784361808293,7.42194725073571,0.947012847854386,0
comp14663_c0,30.5559027826844,79.295195443399,32.8311371804839,18.4954644509782
comp14668_c0,2.28704848705602,5.4051689765796,4.13807667399206,4.37840515917653
comp14672_c0,5.37199009580199,1.20914896260646,3.70278978453676,13.7124328779355
comp14705_c1,2.02876614425552,3.42482083215491,3.67075289660134,5.34041813244733
comp14712_c0,3.08814957448137,15.9871396109501,13.3036925022058,19.2141980564325
comp14736_c0,0,0,11.7085224825633,1.91293359376702
comp14746_c0,1.98419111614539,137.55577295742,2.05148626423563,1.26620149199464
comp14775_c0,2.31718296781473,2.60780393460894,0.399295292299214,2.95739710474198
comp14777_c0,150.20936508949,33.731640661151,26.661085955874,12.7290583959552
comp14792_c0,0,2.3429615412499,0,0
comp14834_c0,1.75492533591851,2.37003357586518,0.604814928041457,1.11989669775156
comp14837_c0,22.3610371674205,5.75212737851792,15.9634135118246,14.7792103401171
comp14839_c0,4.02575643323956,1.81226663793065,4.85600804875695,5.78028608815383
comp14842_c0,2.47876694331516,0,2.56283595621128,5.5363439123267
