,Rhop_mean,Man_mean,M,D,prob,ranking,Length
comp11774_c0,6.71529376526004,0.0803553722379949,6.38491222258904,6.63493839302205,0.974532293418973,9.20812204357462,376
comp11781_c0,7.1299429284764,5.75812691489439,0.308290940986127,1.37181601358201,0.457411938624662,1.40603075336713,1826
comp11791_c0,4.09568896753016,5.8250835095238,-0.508172573494449,1.72939454199364,0.549770607126472,-1.8025107063009,1888
comp11820_c0,0.542922259691322,0.069297293489647,2.9698747233102,0.473624966201675,0.392170056583575,3.00740361121788,436
comp11828_c0,0.0625731179554366,0.0239600475507423,1.38491222258904,0.0386130704046942,0.13308864760157,1.38545040816429,1261
comp11853_c0,9.10623689407561,7.30499824890985,0.317971063617173,1.80123864516575,0.501480858439109,1.82908891367708,3284
comp11862_c1,0.235888495491197,0.180649446705447,0.384912222589039,0.0552390487857498,0.149747667839119,0.388855720813245,669
comp11866_c0,3.83885711873966,6.65903933500514,-0.794637197741674,2.82018221626548,0.682448896365397,-2.92999590596554,1706
comp11880_c0,0.183499306376292,0.843170789622868,-2.20005027813212,0.659671483246576,0.479234847326299,-2.29682121466124,430
comp11887_c0,3.70296653206676,4.4045816419141,-0.250323484613341,0.70161510984734,0.341020543406229,-0.744933291855761,2003
comp11894_c0,0.159082059963318,2.68024048045441,-4.07451939604826,2.52115842049109,0.857539379109956,-4.79144530282739,496
comp11898_c0,123.6845598471,102.439609285477,0.27189175734485,21.2449505616237,0.587380843146251,21.2466903185778,548
comp11918_c0,NA,NA,NA,NA,NA,0,867
comp11918_c1,NA,NA,NA,NA,NA,0,634
comp11930_c0,0.233169922404863,7.49983474221286,-5.00740520018972,7.266664819808,0.97866646276189,-8.82488098743106,1692
comp11941_c0,1.0394631367184,5.97035604029366,-2.52197837301948,4.93089290357526,0.941270326757404,-5.53841852341504,1670
comp11942_c0,6.85585876113634,0.047730837221937,7.1662719361137,6.8081279239144,0.975750624458378,9.88463753967306,633
comp11945_c0,1.13531944952238,0.869456689539168,0.384912222589039,0.265862759983213,0.237475149105368,0.467803833079984,417
comp11956_c0,0.202319748055912,0.0774708204140669,1.38491222258904,0.124848927641845,0.189769077840648,1.3905283596568,390
comp11957_c0,8.24758197085683,0.0651155602618235,6.98482506477617,8.182466410595,0.982815924963042,10.7582776384531,928
comp11965_c0,13.7131262342967,14.3777702810004,-0.0682824531660484,0.664644046703726,0.208434011316715,-0.668142351770249,3274
comp11979_c0,NA,NA,NA,NA,NA,0,336
comp11981_c0,3.96226042485332,5.14425698834247,-0.37663900985544,1.18199656348916,0.451875923943518,-1.24055343288593,2549
comp11991_c0,0.0324177081930179,0.79444193818205,-4.61508777741096,0.762024229989032,0.519521333537238,-4.67757588076329,1217
comp11991_c1,0.0737427119082294,0.451792448022222,-2.61508777741096,0.378049736113992,0.33861446704389,-2.64227282590955,535
comp11993_c0,13.1416764327592,5.18904276346853,1.34060899597221,7.95263366929063,0.906201254014375,8.06483817308299,2888
comp11995_c0,0.939341687402446,2.51780166345717,-1.42244269946857,1.57845997605473,0.691494622011521,-2.12482449375898,336
comp12016_c0,5.30057095034238,0.0256918537087467,7.68869297076614,5.27487909663363,0.960531681704644,9.32418087999215,2352
comp12022_c0,6.55025377649068,5.80840755130699,0.173408117395327,0.741846225183687,0.310452668603762,0.761843945304993,1831
comp12024_c0,0.0312865589777183,5.41497074646777,-7.43526673982615,5.38368418749005,0.962081358005811,-9.17971932702713,1261
comp12026_c0,0.101419925118002,12.038846000078,-6.8912121826852,11.93742607496,0.991275424376816,-13.7837203483647,2334
comp12040_c0,0.396790885195861,0.0217051867539412,4.19226714464664,0.37508569844192,0.338838762298007,4.2090133158805,1392
comp12048_c0,5.7399533902858,16.4390996501957,-1.5180203594508,10.6991462599099,0.921901921802518,-10.8062998525236,2007
comp12061_c0,1.30152085347308,0.12459224726386,3.38491222258904,1.17692860620922,0.649258296375593,3.58368409583577,485
comp12061_c1,0.310648432054352,0.23790251938178,0.384912222589039,0.0727459126725721,0.156889432634959,0.391726163166311,508
comp12063_c0,11.657204320119,0.223184634987894,5.7068403174764,11.4340196851311,0.990577050517408,12.7790779232752,1083
comp12073_c0,0.369577057338667,3.25486304034745,-3.13864973346797,2.88528598300878,0.883254320232451,-4.26333171981087,854
comp12102_c0,0.988780723581523,0.605786866395711,0.706840317476401,0.382993857185811,0.284164245297446,0.803932540112792,798
comp12103_c0,0.308824664351489,0.946023325604261,-1.61508777741096,0.637198661252772,0.46284090329816,-1.73624038158447,511
comp12104_c0,7.29152359330216,0.0997149173646406,6.19226714464664,7.19180867593752,0.978202579395422,9.49032583328731,303
comp12104_c1,15.6448977591511,0.173641494031529,6.49343667936721,15.4712562651196,0.994354386501504,16.7786915559573,348
comp12122_c0,6.0330506449183,2.51022248927458,1.26507245258304,3.52282815564372,0.843136055462099,3.74309050444691,1661
comp12127_c0,0.361119916438469,0.276554873789346,0.384912222589039,0.0845650426491227,0.163177346179334,0.394092204359185,437
comp12133_c0,NA,NA,NA,NA,NA,0,378
comp12136_c0,0.398173431834174,3.608354949143,-3.17987239619449,3.21018151730882,0.901348320334404,-4.5185012814152,1189
comp12144_c0,0.245426755028944,3.00726543940142,-3.61508777741096,2.76183868437247,0.875684355406025,-4.54935298222532,643
comp12147_c0,1.01448902239464,0.949570913075277,0.0954056053940541,0.064918109319365,0.127965540092777,0.115397532288204,700
comp12155_c0,6.52152113191308,8.99856247527634,-0.464486039142523,2.47704134336326,0.596678900953255,-2.52021449430186,4150
comp12162_c0,3.77986595170326,2.35195844011568,0.684472504447946,1.42790751158757,0.540294132640057,1.58348428189024,334
comp12166_c0,2.18044080806371,0.939283522118739,1.21498722114673,1.24115728594497,0.62625528878014,1.73685501870597,579
comp12167_c0,5.16198983357606,0.0941234266712962,5.7772296453678,5.06786640690477,0.957572513636132,7.68502780044096,321
comp12168_c0,5.03388950389689,3.52995406160329,0.512024140492378,1.5039354422936,0.522717540908396,1.58870718983512,1301
comp12170_c0,0.129564370676199,0.0496118554375798,1.38491222258904,0.0799525152386197,0.167112708365193,1.3872181764126,609
comp12184_c0,0.518257482704798,0.992237108751596,-0.937015872298324,0.473979626046798,0.336669725238314,-1.05007401208032,609
comp12186_c0,0.0247350162200017,0.303083335036851,-3.61508777741096,0.278348318816849,0.279647754498649,-3.62578783507451,1595
comp12187_c0,5.30987225718745,2.71095737653532,0.969874723310195,2.59891488065213,0.721178059846052,2.7739891015992,2229
comp12189_c0,0.823639892920726,0.504611606872419,0.706840317476401,0.319028286048306,0.261660804404343,0.775501309933813,479
comp12196_c0,0.584479272161522,0.149203061538203,1.9698747233102,0.435276210623319,0.371455880103991,2.01739232799944,405
comp12200_c0,1.54211143469327,1.08257270220308,0.510443104672898,0.459538732490183,0.305673650405261,0.686824584422246,614
comp12202_c0,0.160865854723355,0.184792782639059,-0.200050278132117,0.0239269279157039,0.101136769128817,-0.201476082104603,981
comp12213_c0,0.438359454121142,0.839267221152391,-0.937015872298323,0.40090776703125,0.307266656471428,-1.01917897476595,720
comp12230_c0,4.90091315166494,0.562986707356884,3.12187781675525,4.33792644430805,0.940954274353877,5.34450436794429,322
comp12246_c0,4.61534813337895,3.53455171652931,0.384912222589039,1.08079641684964,0.436177804965081,1.14729173002051,889
comp12255_c0,0.597762891983375,0.305188080419051,0.969874723310195,0.292574811564324,0.264451751032268,1.01304343405302,396
comp12264_c0,0.550818162246461,0.738203629076449,-0.422442699468565,0.187385466829988,0.209333741142886,-0.462137585047333,573
comp12270_c0,12.6053594180457,5.01239778162903,1.33046443856666,7.59296163641671,0.904019472906153,7.70864463017892,651
comp12271_c0,0.10300874901019,18.9328166860487,-7.52197837301948,18.8298079370385,0.995942294948259,-20.2766325012299,383
comp12273_c0,0.262141866251846,0.60226484973062,-1.20005027813212,0.340122983478774,0.310934393638171,-1.24731885014838,301
comp12279_c0,0.906950594733397,2.08369792837835,-1.20005027813212,1.17674733364495,0.613671815262273,-1.68073048323801,348
comp12287_c0,0.244287002296611,0.0935406190758083,1.38491222258904,0.150746383220803,0.206132436152317,1.39309236460856,323
comp12317_c0,1.26247522786889,1.77253237107385,-0.489556895327102,0.510057143204963,0.320461844318703,-0.70698249136504,375
comp12321_c1,1.35750024502031,0.909657375184527,0.577557300531435,0.447842869835782,0.30552581944232,0.730845860260498,465
comp12329_c1,7.69055184746655,5.91720747020202,0.378170644709984,1.77334437726453,0.520459295508997,1.81321904823881,4381
comp12334_c0,0.20388811819588,3.66935436224766,-4.1696766290886,3.46546624405179,0.91525207727991,-5.42177641367016,774
comp12359_c0,10.340085719675,0.0471351325452201,7.7772296453678,10.2929505871298,0.988596625375949,12.9007803153872,641
comp12371_c0,0.087477496387811,0.267970021831362,-1.61508777741096,0.180492525443551,0.222911250446042,-1.62514186472544,451
comp12393_c0,1.72364639727245,1.3200125225892,0.384912222589039,0.403633874683252,0.280343579548351,0.557743421198537,412
comp12396_c0,2.02319748055912,0.688629514791706,1.55483722403135,1.33456796576741,0.652120609675282,2.0490462289773,351
comp12448_c0,1.21578893284754,0.558649367546738,1.12187781675525,0.657139565300804,0.461778049650813,1.30017008272427,649
comp12449_c0,3.33039325533595,2.74669272377146,0.277997018672527,0.583700531564484,0.320431258602233,0.646520419584312,308
comp12455_c0,10.630272476654,6.63562980343772,0.679873269876132,3.9946426732163,0.70925727685171,4.05208560494133,1967
comp12457_c0,NA,NA,NA,NA,NA,0,399
comp12458_c0,0.371316243490849,0.426545222985686,-0.200050278132118,0.0552289794948366,0.149663557118826,-0.20753398265532,425
comp12464_c0,0.462512905872248,1.13345350383066,-1.2931596825236,0.670940597958414,0.471471172962227,-1.45685388783273,853
comp12465_c0,9.39696826036625,9.59525170799558,-0.0301252766898049,0.198283447629333,0.0788933068257124,-0.200558863926309,529
comp12472_c0,1.46681817340536,2.20791838180091,-0.58999679644813,0.741100208395548,0.392914309017689,-0.947272790015094,1560
comp12479_c0,0.0400531480922871,0.0306737258492245,0.384912222589039,0.0093794222430626,0.0714125503389917,0.38502648306324,1970
comp12486_c0,NA,NA,NA,NA,NA,0,384
comp12493_c0,0.122522828791623,0.93831117892814,-2.93701587229832,0.815788350136516,0.540691746954172,-3.04820814026056,322
comp12530_c0,0.0748621458650906,0.343988083052973,-2.20005027813212,0.269125937187882,0.273780394555742,-2.21644986326704,527
comp12533_c0,6.48278065953801,4.8701140157012,0.412657213071943,1.61266664383681,0.513653973594331,1.66462598791566,1278
comp12535_c0,0.231392087219371,0.354411964357608,-0.615087777410961,0.123019877138237,0.181809145129225,-0.627269371236523,341
comp12542_c0,7.14148514660933,3.7350170371815,0.935109305149519,3.40646810942782,0.747621960544426,3.53248558286173,453
comp12549_c0,NA,NA,NA,NA,NA,0,339
comp12556_c0,11.8249553019055,0.49395563969732,4.58130943539254,11.3309996622081,0.990475098129174,12.222109044178,367
comp12565_c0,0.315618806967222,0.725126879075666,-1.20005027813212,0.409508072108444,0.350627007187643,-1.26799744919576,1250
comp12570_c0,NA,NA,NA,NA,NA,0,819
comp12578_c0,NA,NA,NA,NA,NA,0,345
comp12583_c0,0.944024347858092,0.421725502951949,1.16251980125259,0.522298844906143,0.407455268389662,1.27446003142298,2006
comp12594_c0,0.514875704677361,0.788609982681529,-0.615087777410961,0.273734278004169,0.241583830351226,-0.673248415426891,613
comp12628_c0,0.0386787753636301,0.118484784162691,-1.61508777741096,0.0798060087990604,0.167115257174899,-1.61705829449118,1020
comp12635_c0,0.789047017418055,2.01424133076574,-1.35205337157717,1.22519431334768,0.626601926900138,-1.82459568810537,300
comp12638_c0,0.141153312597148,0.108098819182419,0.384912222589039,0.0330544934147287,0.118754141815772,0.386328899557538,559
comp12653_c0,NA,NA,NA,NA,NA,0,538
comp12654_c0,1.61724847151489,1.23853026810838,0.384912222589039,0.378718203406508,0.274313095784269,0.539986015272514,927
comp12660_c0,1.17475982742142,1.19954818705652,-0.0301252766898048,0.0247883596350977,0.0410664219809349,-0.0390127552094983,403
comp12663_c0,0.126958490332752,0.0486140305092294,1.38491222258904,0.0783444598235228,0.167112708365193,1.38712642490205,1243
comp12676_c0,0.0870912822757235,0.533573862454501,-2.61508777741096,0.446482580178777,0.379851659275119,-2.65292871709123,453
comp12676_c1,0.0522547693654341,0.48021647620905,-3.20005027813212,0.427961706843616,0.368545139419891,-3.22854038306755,755
comp12685_c0,4.80199366992599,2.67213276366909,0.845641812560752,2.12986090625691,0.643870112657389,2.29159716249443,2284
comp12711_c0,0.114354640205515,0.437878550166465,-1.93701587229832,0.32352390996095,0.301371259621757,-1.96384780720199,690
comp12749_c0,6.72360020339739,5.54774550144934,0.277332335389225,1.17585470194805,0.424858541061324,1.20811733881514,1819
comp12752_c0,0.109589863530285,0.839267221152391,-2.93701587229832,0.729677357622106,0.508021104144365,-3.02629993231977,360
comp12772_c0,0.130205778451824,0.199429834729281,-0.615087777410961,0.0692240562774569,0.156996482642606,-0.618970874830036,303
comp12775_c0,6.57970920630946,5.07858615242314,0.373596909361205,1.50112305388632,0.490735076719172,1.54691469499557,1523
comp12786_c0,13.2233165837985,12.0239183385125,0.137176953138128,1.19939824528605,0.341693429168578,1.20721732395933,2357
comp12804_c0,0.0775095301982372,0.356152691098068,-2.20005027813212,0.278643160899831,0.279428556863945,-2.21762558549126,509
comp12836_c1,0.614841831754329,0.313907739859596,0.969874723310195,0.300934091894733,0.269031962073712,1.01548919569857,385
comp12842_c0,0.155630575427624,0.119185877560103,0.384912222589039,0.0364446978675213,0.132482030891574,0.3866337221468,507
comp12852_c0,0.0420600755553334,0.0644213645234245,-0.615087777410961,0.0223612889680911,0.101141866748229,-0.615494111397234,938
comp12869_c0,10.6140842444561,0.153368629246122,6.11283267715224,10.4607156152099,0.988912677779477,12.1158282639346,394
comp12871_c0,8.09859037372889,0.485081054427529,4.06137307779569,7.61350931930136,0.980323189070704,8.62903676154716,1744
comp12874_c0,0.0835559849013119,0.447925181215113,-2.42244269946857,0.364369196313801,0.326275679257787,-2.44969254059176,2833
comp12878_c0,6.75223609037455,8.2145587768148,-0.28281773830214,1.46232268644025,0.455676199214967,-1.48942052905691,2045
comp12901_c0,10.1609771907801,10.6895847590256,-0.0731666579830092,0.528607568245482,0.197711168884131,-0.533647187799959,3013
comp12914_c0,10.2762013394105,5.81335357897704,0.821864498296323,4.4628477604335,0.745774073507672,4.53789283548721,1528
comp12927_c0,7.62787132527755,8.61878223940966,-0.17620353617775,0.99091091413211,0.355089972982617,-1.00645522796977,631
comp12929_c0,0.101812518376523,4.28838476872706,-5.39644749093562,4.18657225035054,0.939483611153591,-6.83000971667175,775
