,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
TRINITY_DN4079_c0_g1,1385.14892384606,-0.674330086555166,0.479890246985771,-1.40517564336989,0.159969054991302,0.468615231680403
TRINITY_DN4058_c0_g1,648.107182986714,-0.527902034722195,0.43434466761987,-1.21539890800318,0.224213984321743,0.576451678909745
TRINITY_DN4058_c0_g2,485.741991735624,0.421840206312479,0.790557643405133,0.533598289551039,0.59361949190451,0.896844604906315
TRINITY_DN4087_c0_g1,1218.10882880202,-0.340451942543383,0.794531159989439,-0.428494135520007,0.668291402286511,0.92335335368989
TRINITY_DN4083_c0_g1,85.4050211392245,-0.906406916753014,0.587343161020719,-1.54323226506598,0.122774431443305,0.395516337435413
TRINITY_DN4083_c0_g2,32.2396127656681,-1.61659435814069,0.841722394403093,-1.92057900430117,0.0547848042073883,0.225033224813135
TRINITY_DN4083_c1_g1,56.1694278892306,-1.40240980168714,0.858745115241302,-1.63309202788661,0.102449643025972,0.352494708471047
TRINITY_DN4083_c2_g1,27.3302290092762,-1.67064019209959,0.807610687300422,-2.06862070843068,0.038581693112211,0.174451329498799
TRINITY_DN4072_c0_g1,1217.36679847353,-0.834447745474437,0.428068765674079,-1.94933107104985,0.0512559003081457,0.214577880895285
TRINITY_DN4099_c0_g1,211.601665206635,-0.442044750720381,1.12513768595003,-0.392880583630199,0.694407682880263,0.931070825648992
TRINITY_DN4023_c0_g1,214.079078402683,-0.50005056407592,0.547010299316556,-0.914152009021936,0.360636977238968,0.741937303510578
TRINITY_DN4088_c0_g1,701.105924429191,-0.827890306748975,0.589238970134089,-1.40501621364347,0.16001645699987,0.468694156367859
TRINITY_DN4038_c0_g1,144.054274826651,0.387758376903825,0.49116715025817,0.789463172974839,0.429841345841185,0.799318577037897
TRINITY_DN4038_c0_g3,385.97746287388,0.643457652855528,0.45816554997399,1.40442172680171,0.160193304813306,0.469092193105357
TRINITY_DN4057_c0_g1,84.0681430102508,0.517931846169344,0.804181427919177,0.644048504713041,0.519543981256628,0.861693710007735
TRINITY_DN4053_c0_g1,135.874666620053,-0.224703523834498,0.874879591136554,-0.256839370938561,0.797302775671165,0.961988596602355
TRINITY_DN4053_c0_g4,107.05872580842,0.0596722133339548,0.647194230861603,0.0922013987277263,0.926538026756522,0.98852713137763
TRINITY_DN4055_c0_g1,1660.67172678195,0.529217796382236,0.458430821873435,1.15441146435032,0.248331517234171,0.611039570010782
TRINITY_DN4016_c0_g1,135.943515071946,0.448890642080619,0.660305839818498,0.679822311133895,0.496616977773606,0.85011143971448
TRINITY_DN4020_c0_g1,3652.14304459721,-0.00747634573688628,0.475052121131023,-0.015737948330988,0.987443452350733,0.99764528025494
TRINITY_DN4029_c0_g1,591.690176872268,-0.579695062292438,0.936615814358605,-0.618925127470129,0.535965684247697,0.870781165214488
TRINITY_DN4065_c0_g1,410.96918606405,-0.289603644268787,0.486137401465797,-0.595723849667969,0.551359722819,0.880016601860971
TRINITY_DN4065_c1_g1,5901.33182283047,0.265101891388424,0.556316946941883,0.476530317556762,0.63369661363244,0.912501434746988
TRINITY_DN4074_c0_g1,239.253941709632,3.70737761522891,1.60925474359344,2.30378541992077,0.0212346919747329,0.110467917319876
TRINITY_DN4024_c0_g1,363.218908660283,0.594142150641997,1.3406052728864,0.443189477662411,0.657628689161375,0.920880161638421
TRINITY_DN4092_c0_g1,6284.05024861949,-0.657181454293469,0.77835221729525,-0.844323995860324,0.398488380694267,0.774658165728468
TRINITY_DN4075_c0_g1,2164.72119554761,-0.0140558462641501,0.890025154120553,-0.0157926393417935,0.987399820660147,0.99764528025494
TRINITY_DN4022_c0_g1,626.652156761556,0.156485212016841,0.598471749319974,0.261474684802835,0.793726469247667,0.960623729793193
TRINITY_DN4009_c0_g1,570.063794532559,-0.44477699467224,0.514356432823904,-0.86472524943518,0.387189607511484,0.764520226216932
TRINITY_DN4014_c0_g1,417.8717387594,-0.739734370099507,0.593503424466713,-1.24638601835228,0.212622711774112,0.559150623501475
TRINITY_DN4014_c0_g2,405.96039657707,-0.626972716480116,0.667382938951783,-0.939449722021457,0.347499894687837,0.728333940627372
TRINITY_DN4014_c0_g3,2714.04379222666,0.429710597385327,0.476019174440505,0.902716992210223,0.366676115755039,0.746914246602101
TRINITY_DN4089_c0_g1,288.974151118644,-1.67078059797324,0.951880148263381,-1.75524261223582,0.0792178179552076,0.295028739020955
TRINITY_DN4049_c0_g1,2137.42110678979,3.66170340615589,1.05918822304524,3.45708470551932,0.000546053179111009,0.00543011902489579
TRINITY_DN4037_c0_g1,547.248070886181,-1.39136827022245,0.543478436192933,-2.56011679132844,0.0104636991877398,0.063699819556934
TRINITY_DN4071_c0_g1,207.029265473591,0.247048206714042,0.569449483759802,0.433836914001398,0.664406873613654,0.923105035078943
TRINITY_DN4031_c0_g1,652.392759726824,0.752359292841766,0.623656043919379,1.20636895958475,0.227675259036869,0.581836773094221
TRINITY_DN4040_c0_g1,1329.36515181131,-1.0361404204963,0.461926943853782,-2.24308288200716,0.0248914703185312,0.124582434358076
TRINITY_DN4013_c0_g1,3892.25385285032,-0.224573161899406,0.503444955515304,-0.446072921059548,0.655544572458762,0.920137529211601
TRINITY_DN4010_c0_g1,2239.54170255865,0.0922912512639102,0.443032482860457,0.208317120830572,0.834981364387319,0.971279212779548
TRINITY_DN4081_c0_g1,114.771095672847,0.437854989476587,0.861285708464032,0.508373685031222,0.611191303782752,0.904473154138111
TRINITY_DN4041_c0_g1,0.465665933867429,-2.69361210914198,4.8524499549156,-0.555103532064935,0.578823847006685,NA
TRINITY_DN4067_c0_g1,2724.31422887243,1.08543964116545,0.729513890964834,1.48789441107129,0.136778741843362,0.42502923949494
TRINITY_DN4036_c0_g1,3120.19797879019,-0.701260038690952,0.550955964758109,-1.27280596553453,0.20308690378488,0.544084925727166
TRINITY_DN4026_c0_g1,1182.30966437736,1.46723471350351,0.689602136684429,2.12765395501513,0.0333657852016215,0.156724094196995
TRINITY_DN4017_c0_g1,598.328786474366,0.459841074179901,0.534862428325302,0.859737102154849,0.389933977772215,0.76720841388009
TRINITY_DN4017_c0_g3,143.274930343334,5.64997970826065,0.987778715585073,5.71988403790833,1.06596779214785e-08,3.3728163235529e-07
TRINITY_DN4042_c0_g1,1340.82052120291,1.21748280137701,0.428850647038602,2.83894360375635,0.00452631559090966,0.032042286018714
TRINITY_DN4095_c0_g1,358.198778333663,-0.155731387239474,0.804908510856593,-0.193477128318277,0.846585316593534,0.973006438919098
TRINITY_DN4077_c0_g1,10690.2230687156,0.244541338525687,0.467770942956658,0.522780096129967,0.601127292147909,0.899569356926503
TRINITY_DN4007_c0_g2,197.528152113106,0.13798783972844,0.537598227271913,0.256674655399574,0.797429938266311,0.961988596602355
TRINITY_DN4051_c0_g1,892.927312441821,0.131934182177332,0.41995324724128,0.314163976690315,0.753396500977805,0.948795071654956
TRINITY_DN4035_c0_g1,344.387644886573,-0.744393919781883,0.481217153492316,-1.54689814022552,0.121887809600908,0.393490127161444
TRINITY_DN4066_c0_g1,7951.19586216857,0.736239315902588,0.478102868462115,1.5399182152385,0.123580290129671,0.397107208064315
TRINITY_DN4003_c0_g1,1079.69776592514,0.196373270587942,0.579845455965499,0.338664843481375,0.734862227974544,0.941931827827851
TRINITY_DN4080_c0_g1,109.244112233916,-0.092879118818814,0.855898424247595,-0.108516520404232,0.913585976510992,0.985841422107203
TRINITY_DN4001_c0_g1,891.05149931426,1.67916618792376,0.870178904273754,1.92967926443261,0.0536465907482293,0.221949810522022
TRINITY_DN4004_c0_g1,2726.03821821982,1.42464581731658,0.970387171407799,1.46812103384442,0.142071349040069,0.434928566592261
TRINITY_DN4008_c0_g1,3157.95505877803,0.542951227428025,0.577591942446854,0.940025626271584,0.347204416029481,0.728190333419601
TRINITY_DN4008_c0_g2,664.699678856789,-0.738890786875953,0.492197153469589,-1.50120898031891,0.13330151795497,0.417581043612834
TRINITY_DN4068_c0_g1,512.666849662362,0.0349045989397916,0.469274319355713,0.0743799468671408,0.94070806467996,0.99131186528882
TRINITY_DN4062_c0_g1,1933.30006700809,-0.426985006103116,0.488380711811931,-0.874287202127554,0.38196186709306,0.759840494997096
TRINITY_DN4048_c0_g1,776.291236850366,0.308713955532653,0.858367485259555,0.359652434224374,0.719107066879495,0.938465982895844
TRINITY_DN4034_c0_g1,2625.61018073091,-0.0664946502516485,0.439912511468768,-0.151154260263337,0.879854030660118,0.981051162538914
TRINITY_DN4052_c0_g1,478.732334718913,1.78073949940241,0.960515186761393,1.85394205520747,0.0637474503675784,0.25212821012094
TRINITY_DN4030_c0_g1,1431.6359703255,-1.4640213258733,0.596764455055165,-2.45326495817846,0.0141566021455666,0.0804314092139484
TRINITY_DN4005_c0_g1,1098.04886936994,-0.701698233733039,0.548452704363136,-1.27941430163582,0.200751200234579,0.541517641059741
TRINITY_DN4027_c0_g1,897.689547393754,-0.168519963787095,0.503838894216738,-0.334471922913126,0.738023474385385,0.942872218572327
TRINITY_DN4073_c0_g1,228.740778595417,0.119558727616236,0.91390756659197,0.130821465962996,0.895916541548042,0.983826495176805
TRINITY_DN4073_c1_g1,2.70805295413535,-1.41229818956975,2.74966623220554,-0.513625316785057,0.607513975818137,NA
TRINITY_DN4073_c1_g2,4.35153563191359,1.84113458541362,2.45065229819322,0.751283479411184,0.452482069510398,NA
TRINITY_DN4073_c2_g1,34.2895318959073,0.617059503924829,0.9610322584481,0.642079907828769,0.520821300848511,0.8627503333457
TRINITY_DN4064_c0_g1,211.145005419941,1.476145157302,1.26957036737998,1.16271235941678,0.244946225366461,0.606037694036185
TRINITY_DN4032_c1_g1,2709.17402439653,0.177606290077116,0.440998841043055,0.402736410048244,0.687142145699332,0.92928449206339
TRINITY_DN4056_c0_g2,6056.46103731203,-0.0358544977375785,0.535930081370235,-0.0669014466325678,0.946660161374487,0.992098029995939
TRINITY_DN4043_c0_g2,880.110779399804,0.506653140199587,0.431256244863159,1.17483084879235,0.240062395651836,0.599988549392242
TRINITY_DN4086_c0_g1,3903.30257997359,0.136400542077867,0.422970315953687,0.322482540578101,0.7470871624741,0.946248969949827
TRINITY_DN4028_c0_g1,3996.6618217182,0.0616208071253222,0.877735802987035,0.0702042766349732,0.944031070464077,0.991964752552502
TRINITY_DN4028_c1_g1,11.3495773445967,-0.809221481851281,1.19259647472748,-0.678537543083207,0.497430928148261,0.850754548079187
TRINITY_DN4028_c1_g3,23.3150439878616,0.759775568774972,0.791713852602303,0.959659309076945,0.337226708859213,0.718021140119608
TRINITY_DN4045_c0_g1,1861.11731613081,-0.815055512205559,0.517829634478869,-1.57398390886958,0.115491169542202,0.380398520758126
TRINITY_DN4011_c0_g1,3713.11351146963,3.33728916144381,0.428715873860892,7.78438440216627,7.00534617533566e-15,5.45845136682277e-13
TRINITY_DN4050_c0_g3,234.274519305622,0.706491834810365,0.856777974381901,0.824591499705678,0.409603548913623,0.783461109044273
TRINITY_DN4084_c0_g1,911.608103373032,-0.429014142236916,0.470476962329469,-0.91187066867789,0.361836803662492,0.742937841561384
TRINITY_DN4063_c0_g1,1147.18605628065,-0.774306906439574,0.457016251685159,-1.69426558373902,0.0902148273371367,0.322169628432154
TRINITY_DN4059_c0_g1,1316.88787562581,0.419568621636658,0.443106639527594,0.946879563989312,0.343700152532939,0.724598112849675
TRINITY_DN4000_c0_g1,299.276655440263,-2.09604774804009,0.758133278382583,-2.76474837315128,0.00569667204845351,0.0388506589121682
TRINITY_DN4006_c0_g1,1090.24707193158,0.258064144533947,0.551688509960437,0.467771468636267,0.63994802604992,0.914263481248178
TRINITY_DN4090_c0_g1,1313.38628183774,-0.805150173854998,0.502949209501975,-1.60085781753642,0.109408414282338,0.367442890247735
TRINITY_DN4021_c0_g1,2104.06860245018,-0.160258537719371,0.632010631955219,-0.253569369906939,0.799828262621832,0.962981609515629
